MissionDate,CountryOfCitizenship,R-T,PULOC,DropLoc,AlienMasterIDCount,MissionIDCount,JuvenileCount,JuvPercent,NCCount,NCPercent
2016-10-25,GUATEMALA,T,KBFI,KIWA,13,1,0.0,0.0,9.0,69.23076923076923
2016-11-01,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,3.0,60.0
2016-11-08,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,3.0,75.0
2016-11-15,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,3.0,75.0
2016-11-22,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,5.0,71.42857142857143
2016-12-06,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,6.0,85.71428571428571
2016-12-13,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,3.0,60.0
2016-12-20,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,5.0,55.55555555555556
2017-01-03,GUATEMALA,T,KBFI,KIWA,13,1,0.0,0.0,8.0,61.53846153846154
2017-01-10,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,4.0,80.0
2017-01-17,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
2017-01-31,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,3.0,75.0
2017-02-07,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,4.0,66.66666666666666
2017-02-14,GUATEMALA,T,KBFI,KIWA,2,1,0.0,0.0,1.0,50.0
2017-02-21,GUATEMALA,T,KBFI,KIWA,3,1,0.0,0.0,1.0,33.33333333333333
2017-02-28,GUATEMALA,T,KBFI,KIWA,1,1,0.0,0.0,0.0,0.0
2017-03-07,GUATEMALA,T,KBFI,KIWA,16,1,0.0,0.0,9.0,56.25
2017-03-14,GUATEMALA,T,KBFI,KIWA,2,1,0.0,0.0,1.0,50.0
2017-03-21,GUATEMALA,T,KBFI,KIWA,10,1,2.0,0.2,7.0,70.0
2017-03-28,GUATEMALA,T,KBFI,KIWA,3,1,0.0,0.0,2.0,66.66666666666666
2017-04-04,GUATEMALA,T,KBFI,KIWA,8,1,0.0,0.0,6.0,75.0
2017-04-18,GUATEMALA,T,KBFI,KELP,1,1,0.0,0.0,0.0,0.0
2017-04-18,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,3.0,42.857142857142854
2017-04-25,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,2.0,40.0
2017-05-09,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,0.0,0.0
2017-05-16,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,2.0,50.0
2017-05-23,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,3.0,60.0
2017-05-30,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
2017-06-06,GUATEMALA,T,KBFI,KIWA,1,1,0.0,0.0,1.0,100.0
2017-06-14,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,1.0,20.0
2017-06-20,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,0.0,0.0
2017-06-27,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,5.0,71.42857142857143
2017-07-11,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,3.0,33.33333333333333
