calendar_year,monthly_mean_dropoff_missions,monthly_mean_dropoffs,monthly_mean_pickup_missions,monthly_mean_pickups
2010,1.0,1.0,14.666666666666666,1306.0
2011,1.25,8.583333333333334,14.833333333333334,1275.6666666666667
2012,1.6666666666666667,78.0,14.166666666666666,1119.6666666666667
2013,1.9166666666666667,90.25,9.5,657.4166666666666
2014,1.4166666666666667,67.75,8.0,556.1666666666666
2015,3.6666666666666665,173.08333333333334,12.083333333333334,709.5833333333334
2016,5.333333333333333,204.75,12.5,657.4166666666666
2017,3.9166666666666665,33.75,12.5,873.25
2018,4.75,124.75,11.625,836.125
