MissionDate,CountryOfCitizenship,R-T,PULOC,DropLoc,AlienMasterIDCount,MissionIDCount,JuvenileCount,JuvPercent,NCCount,NCPercent
2017-08-17,MAURITANIA,T,KIWA,KBFI,1,1,False,0.0,1.0,100.0
2018-05-29,MAURITANIA,T,KIWA,KBFI,1,1,False,0.0,1.0,100.0
2018-10-30,MAURITANIA,T,KIWA,KBFI,1,1,False,0.0,1.0,100.0
