,MissionDate,CountryOfCitizenship,R-T,PULOC,DropLoc,AlienMasterIDCount,MissionIDCount,JuvenileCount,JuvPercent,NCCount,NCPercent
0,2016-11-15,MAURITANIA,R,KAEX,GQNO,2,1,False,0.0,0.0,0.0
1,2018-04-10,MAURITANIA,R,KIWA,GQNO,2,1,False,0.0,1.0,50.0
2,2018-06-11,MAURITANIA,R,KIWA,GQNO,5,1,False,0.0,2.0,40.0
3,2018-10-16,MAURITANIA,R,KIWA,GQNO,3,1,False,0.0,2.0,66.66666666666666
