,Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
2827,2020-02-13,WQ513,Santa Clara (SNU/MUSC),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 20:36 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2828,2020-02-13,WQ2231,"Miami, FL (MIA/KMIA)",19:25 EST,Holguin (HOG/MUHG),,B734 (N538CC),Landed,01h02m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
2829,2020-02-13,WQ6853,"Wichita, KS (ICT/KICT)",18:16 CST,"Bullhead City, AZ (IFP/KIFP)",,B733 (N623SW),Landed,02h17m,,SwiftAir/iAero,"Bullhead City, AZ",IFP,KIFP,"Wichita, KS",ICT,KICT
2830,2020-02-13,WQ9319,"Memphis, TN (MEM/KMEM)",,"Cincinnati, KY (CVG/KCVG)",,B734 (N802TJ),Landed 19:53 EST,00h52m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Memphis, TN",MEM,KMEM
2831,2020-02-13,WQ3577,"Buffalo, NY (BUF/KBUF)",,"Brownsville, TX (BRO/KBRO)",,B733 (N531AU),Landed,,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Buffalo, NY",BUF,KBUF
2832,2020-02-13,WQ3519,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 17:37 MST,04h05m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2833,2020-02-13,WQ3152,Santa Clara (SNU/MUSC),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 14:49 EST,00h48m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2834,2020-02-13,WQ3580,"Alexandria, LA (AEX/KAEX)",06:00 CST,San Salvador (SAL/MSLP),,B738 (N276EA),Landed,02h44m,,SwiftAir/iAero,San Salvador,SAL,MSLP,"Alexandria, LA",AEX,KAEX
2835,2020-02-13,WQ3144,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 09:54 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2836,2020-02-13,WQ702,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed,00h44m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2837,2020-02-13,WQ3575,"Brownsville, TX (BRO/KBRO)",08:00 CST,"Columbus, GA (CSG/KCSG)",,B733 (N531AU),Landed,01h44m,,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Brownsville, TX",BRO,KBRO
2838,2020-02-13,WQ1997,"Miami, FL (MIA/KMIA)",08:15 EST,Santo Domingo (SDQ/MDSD),,B734 (N285XA),Landed 11:20 AST,01h57m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
2839,2020-02-13,WQ3517,"Phoenix, AZ (AZA/KIWA)",,"El Paso, TX (ELP/KELP)",,B733 (N529AU),Landed 06:03 MST,00h47m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Phoenix, AZ",AZA,KIWA
2840,2020-02-13,WQ6700,"Atlantic City, NJ (ACY/KACY)",07:00 EST,"Chattanooga, TN (CHA/KCHA)",,B734 (N149XA),Landed,02h05m,,SwiftAir/iAero,"Chattanooga, TN",CHA,KCHA,"Atlantic City, NJ",ACY,KACY
2841,2020-02-13,WQ3139,"Miami, FL (MIA/KMIA)",,Havana (HAV/MUHA),,B734 (N538CC),Landed,,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2842,2020-02-13,WQ3518,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h27m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2843,2020-02-13,WQ730,"Miami, FL (MIA/KMIA)",06:20 EST,Santa Clara (SNU/MUSC),,B734 (N430XA),Landed,00h44m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
2844,2020-02-13,WQ552,"Miami, FL (MIA/KMIA)",06:00 EST,Varadero (VRA/MUVR),,B734 (N438US),Landed,,,SwiftAir/iAero,Varadero,VRA,MUVR,"Miami, FL",MIA,KMIA
2845,2020-02-13,WQ552,"Miami, FL (MIA/KMIA)",06:00 EST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 07:19 EST,00h25m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Miami, FL",MIA,KMIA
2846,2020-02-13,WQ3555,"Alexandria, LA (AEX/KAEX)",05:00 CST,"Phoenix, AZ (AZA/KIWA)",,B734 (N418US),Landed,02h51m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,"Alexandria, LA",AEX,KAEX
2847,2020-02-13,WQ9357,"Topeka, KS (FOE/KFOE)",00:50 CST,"Austin, TX (AUS/KAUS)",,B734,Landed,01h38m,,SwiftAir/iAero,"Austin, TX",AUS,KAUS,"Topeka, KS",FOE,KFOE
2848,2020-02-13,WQ9332,"Louisville, KY (SDF/KSDF)",,"Clarksburg, WV (CKB/KCKB)",,B734 (N804TJ),Landed,,,SwiftAir/iAero,"Clarksburg, WV",CKB,KCKB,"Louisville, KY",SDF,KSDF
2849,2020-02-13,WQ731,Santa Clara (SNU/MUSC),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 10:03 EST,00h46m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2850,2020-02-13,WQ701,"Miami, FL (MIA/KMIA)",06:00 EST,Havana (HAV/MUHA),,B734 (N420US),Landed,00h44m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2851,2020-02-13,WQ7390,"Farmingdale, NY (KFRG)",10:00 EST,"Omaha, NE (OMA/KOMA)",,B733 (N629SW),Landed,03h24m,,SwiftAir/iAero,"Omaha, NE",OMA,KOMA,"Farmingdale, NY",KFRG),
2852,2020-02-13,WQ827,"Wendover, UT (KENV)",10:00 MST,"Mosinee, WI (CWA/KCWA)",,B733 (N397SW),Landed,02h59m,,SwiftAir/iAero,"Mosinee, WI",CWA,KCWA,"Wendover, UT",KENV),
2853,2020-02-13,WQ3589,"Phoenix, AZ (AZA/KIWA)",08:05 MST,Guatemala City (GUA/MGGT),,B734 (N418US),Landed,04h07m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2854,2020-02-13,WQ7302,"White Plains, NY (HPN/KHPN)",14:00 EST,"Bedford, MA (BED/KBED)",,B734 (N807TJ),Landed 14:29 EST,00h38m,,SwiftAir/iAero,"Bedford, MA",BED,KBED,"White Plains, NY",HPN,KHPN
2855,2020-02-13,WQ1996,Santo Domingo (SDQ/MDSD),13:45 AST,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 15:12 EST,01h58m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
2856,2020-02-13,WQ6701,"Gulfport, MS (GPT/KGPT)",11:30 CST,"Orlando, FL (SFB/KSFB)",,B734 (N149XA),Landed 14:14 EST,01h27m,,SwiftAir/iAero,"Orlando, FL",SFB,KSFB,"Gulfport, MS",GPT,KGPT
2857,2020-02-13,WQ6850,"Bullhead City, AZ (IFP/KIFP)",10:30 MST,"Dallas-Fort Worth, TX (DFW/KDFW)",,B733 (N623SW),Landed 13:42 CST,02h17m,,SwiftAir/iAero,"Dallas-Fort Worth, TX",DFW,KDFW,"Bullhead City, AZ",IFP,KIFP
2858,2020-02-13,WQ3576,"Columbus, GA (CSG/KCSG)",12:20 EST,"Buffalo, NY (BUF/KBUF)",,B733 (N531AU),Landed,01h38m,,SwiftAir/iAero,"Buffalo, NY",BUF,KBUF,"Columbus, GA",CSG,KCSG
2859,2020-02-13,WQ9391,"Omaha, NE (OMA/KOMA)",12:55 CST,"Louisville, KY (SDF/KSDF)",,B733 (N629SW),Landed 16:38 EST,01h19m,,SwiftAir/iAero,"Louisville, KY",SDF,KSDF,"Omaha, NE",OMA,KOMA
2860,2020-02-13,WQ553,Varadero (VRA/MUVR),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 11:46 EST,00h34m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Varadero,VRA,MUVR
2861,2020-02-13,WQ6801,"Chattanooga, TN (CHA/KCHA)",10:10 EST,"Gulfport, MS (GPT/KGPT)",,B734 (N149XA),Landed,01h14m,,SwiftAir/iAero,"Gulfport, MS",GPT,KGPT,"Chattanooga, TN",CHA,KCHA
2862,2020-02-13,WQ3151,"Miami, FL (MIA/KMIA)",11:00 EST,Santa Clara (SNU/MUSC),,B734 (N430XA),Landed,01h01m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
2863,2020-02-13,WQ3181,"Miami, FL (MIA/KMIA)",10:45 EST,Santiago (SCU/MUCU),,B734 (N538CC),Landed,01h10m,,SwiftAir/iAero,Santiago,SCU,MUCU,"Miami, FL",MIA,KMIA
2864,2020-02-13,WQ750,"Miami, FL (MIA/KMIA)",10:45 EST,Holguin (HOG/MUHG),,B734 (N420US),Landed,01h01m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
2865,2020-02-13,WQ3581,San Salvador (SAL/MSLP),10:05 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N276EA),Landed,02h35m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,San Salvador,SAL,MSLP
2866,2020-02-12,WQ2202,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 11:47 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2867,2020-02-12,WQ6801,"Detroit, MI (DTW/KDTW)",11:30 EST,"Memphis, TN (MEM/KMEM)",,B734 (N420US),Landed,01h51m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Detroit, MI",DTW,KDTW
2868,2020-02-12,WQ3587,"Dallas, TX (DAL/KDAL)",10:40 CST,La Mesa (SAP/MHLM),,B733 (N529AU),Landed,02h59m,,SwiftAir/iAero,La Mesa,SAP,MHLM,"Dallas, TX",DAL,KDAL
2869,2020-02-12,WQ7388,"Syracuse, NY (SYR/KSYR)",12:00 EST,"Raleigh/Durham, NC (RDU/KRDU)",,B733 (N629SW),Landed,01h28m,,SwiftAir/iAero,"Raleigh/Durham, NC",RDU,KRDU,"Syracuse, NY",SYR,KSYR
2870,2020-02-12,WQ3162,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed,,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
2871,2020-02-12,WQ9317,"Fayetteville, AR (FYV/KFYV)",12:00 CST,"Memphis, TN (MEM/KMEM)",,B734 (N802TJ),Landed,00h44m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Fayetteville, AR",FYV,KFYV
2872,2020-02-12,WQ3552,"Omaha, NE (OMA/KOMA)",11:40 CST,"Kansas City, MO (MCI/KMCI)",,B734 (N418US),Landed 11:48 CST,00h37m,,SwiftAir/iAero,"Kansas City, MO",MCI,KMCI,"Omaha, NE",OMA,KOMA
2873,2020-02-12,WQ1995,"Miami, FL (MIA/KMIA)",12:45 EST,Santo Domingo (SDQ/MDSD),,B734 (N430XA),Landed 15:43 AST,01h51m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
2874,2020-02-12,WQ3531,Guatemala City (GUA/MGGT),12:00 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N531AU),Landed,02h04m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2875,2020-02-12,WQ6851,"El Paso, TX (ELP/KELP)",11:00 MST,"Bullhead City, AZ (IFP/KIFP)",,B733,Landed,01h20m,,SwiftAir/iAero,"Bullhead City, AZ",IFP,KIFP,"El Paso, TX",ELP,KELP
2876,2020-02-12,WQ3551,"Minneapolis, MN (MSP/KMSP)",09:35 CST,"Omaha, NE (OMA/KOMA)",,B734 (N418US),Landed 10:28 CST,01h01m,,SwiftAir/iAero,"Omaha, NE",OMA,KOMA,"Minneapolis, MN",MSP,KMSP
2877,2020-02-12,WQ9023,"Jackson, MS (JAN/KJAN)",13:00 CST,"El Paso, TX (ELP/KELP)",,B733 (N623SW),Landed,02h30m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Jackson, MS",JAN,KJAN
2878,2020-02-12,WQ3161,"Miami, FL (MIA/KMIA)",10:45 EST,Camaguey (CMW/MUCM),,B734,Landed,00h50m,,SwiftAir/iAero,Camaguey,CMW,MUCM,"Miami, FL",MIA,KMIA
2879,2020-02-12,WQ9453,"Fort Lauderdale, FL (FLL/KFLL)",09:00 EST,"Columbus, OH (CMH/KCMH)",,B734 (N806TJ),Landed 10:33 EST,02h10m,,SwiftAir/iAero,"Columbus, OH",CMH,KCMH,"Fort Lauderdale, FL",FLL,KFLL
2880,2020-02-12,WQ1997,"Miami, FL (MIA/KMIA)",10:30 EST,Santo Domingo (SDQ/MDSD),,B734 (N285XA),Landed 14:22 AST,01h55m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
2881,2020-02-12,WQ3544,La Mesa (SAP/MHLM),09:00 CST,"Brownsville, TX (BRO/KBRO)",,B738 (N917XA),Landed,02h19m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,La Mesa,SAP,MHLM
2882,2020-02-12,WQ9023,"Gulfport, MS (GPT/KGPT)",08:36 CST,"Jackson, MS (JAN/KJAN)",,B733 (N623SW),Landed,00h37m,,SwiftAir/iAero,"Jackson, MS",JAN,KJAN,"Gulfport, MS",GPT,KGPT
2883,2020-02-12,WQ3530,"Brownsville, TX (BRO/KBRO)",08:25 CST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,02h12m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2884,2020-02-12,WQ503,Havana (HAV/MUHA),09:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N458UW),Landed 10:20 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2885,2020-02-12,WQ3140,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 09:51 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2886,2020-02-12,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,04h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2887,2020-02-12,WQ513,Santa Clara (SNU/MUSC),08:30 CST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 09:38 EST,00h46m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2888,2020-02-12,WQ3515,"Phoenix, AZ (AZA/KIWA)",06:25 MST,"Dallas, TX (DAL/KDAL)",,B733 (N529AU),Landed 10:00 CST,01h59m,,SwiftAir/iAero,"Dallas, TX",DAL,KDAL,"Phoenix, AZ",AZA,KIWA
2889,2020-02-12,WQ702,Havana (HAV/MUHA),08:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 09:11 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2890,2020-02-12,WQ3564,"Alexandria, LA (AEX/KAEX)",07:05 CST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,02h33m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2891,2020-02-12,WQ401,San Juan (SJU/TJSJ),09:00 AST,"Miami, FL (MIA/KMIA)",,B733 (N811TJ),Landed 11:21 EST,02h23m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
2892,2020-02-12,WQ1996,Santo Domingo (SDQ/MDSD),15:00 AST,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 17:30 EST,02h01m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
2893,2020-02-12,WQ2355,"Long Beach, CA (LGB/KLGB)",11:00 PST,"Las Vegas, NV (LAS/KLAS)",,B734 (N807TJ),Landed 12:08 PST,00h41m,,SwiftAir/iAero,"Las Vegas, NV",LAS,KLAS,"Long Beach, CA",LGB,KLGB
2894,2020-02-12,WQ6803,"Cincinnati, KY (CVG/KCVG)",17:50 EST,"Dayton, OH (DAY/KDAY)",,B734 (N420US),Landed 19:20 EST,00h16m,,SwiftAir/iAero,"Dayton, OH",DAY,KDAY,"Cincinnati, KY",CVG,KCVG
2895,2020-02-12,WQ6800,"Memphis, TN (MEM/KMEM)",13:05 CST,"Nashville, TN (BNA/KBNA)",,B734 (N420US),Landed 15:11 CST,00h37m,,SwiftAir/iAero,"Nashville, TN",BNA,KBNA,"Memphis, TN",MEM,KMEM
2896,2020-02-12,WQ3505,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed,04h19m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2897,2020-02-12,WQ7333,"Atlanta, GA (ATL/KATL)",23:30 EST,"Louisville, KY (SDF/KSDF)",,B734 (N804TJ),Landed 00:54 EST,00h53m,,SwiftAir/iAero,"Louisville, KY",SDF,KSDF,"Atlanta, GA",ATL,KATL
2898,2020-02-12,WQ7318,"Wichita, KS (ICT/KICT)",22:00 CST,"Memphis, TN (MEM/KMEM)",,B734 (N802TJ),Landed,01h11m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Wichita, KS",ICT,KICT
2899,2020-02-12,WQ7356,"Clarksburg, WV (CKB/KCKB)",22:30 EST,"Topeka, KS (FOE/KFOE)",,B734,Landed,02h38m,,SwiftAir/iAero,"Topeka, KS",FOE,KFOE,"Clarksburg, WV",CKB,KCKB
2900,2020-02-12,WQ7307,"Dallas, TX (DAL/KDAL)",21:30 CST,"Hartford, CT (BDL/KBDL)",,B734 (N441US),Landed,02h35m,,SwiftAir/iAero,"Hartford, CT",BDL,KBDL,"Dallas, TX",DAL,KDAL
2901,2020-02-12,WQ9420,"Atlantic City, NJ (ACY/KACY)",22:20 EST,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed,02h25m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Atlantic City, NJ",ACY,KACY
2902,2020-02-12,WQ563,Santiago (SCU/MUCU),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 23:23 EST,01h13m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santiago,SCU,MUCU
2903,2020-02-12,WQ6803,"Dayton, OH (DAY/KDAY)",,"Atlantic City, NJ (ACY/KACY)",,B734 (N420US),Landed,,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Dayton, OH",DAY,KDAY
2904,2020-02-12,WQ562,"Miami, FL (MIA/KMIA)",,Santiago (SCU/MUCU),,B734 (N538CC),Landed,,,SwiftAir/iAero,Santiago,SCU,MUCU,"Miami, FL",MIA,KMIA
2905,2020-02-12,WQ9318,"Cincinnati, KY (CVG/KCVG)",18:15 EST,"Wichita, KS (ICT/KICT)",,B734 (N802TJ),Landed 20:07 CST,02h12m,,SwiftAir/iAero,"Wichita, KS",ICT,KICT,"Cincinnati, KY",CVG,KCVG
2906,2020-02-12,WQ9023,,,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,,,
2907,2020-02-12,WQ7353,"Nashville, TN (BNA/KBNA)",17:00 CST,"College Station, TX (CLL/KCLL)",,B733 (N625SW),Landed,02h07m,,SwiftAir/iAero,"College Station, TX",CLL,KCLL,"Nashville, TN",BNA,KBNA
2908,2020-02-12,WQ502,"Miami, FL (MIA/KMIA)",07:00 EST,Havana (HAV/MUHA),,B734 (N458UW),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2909,2020-02-12,WQ3554,"Brownsville, TX (BRO/KBRO)",16:50 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,01h00m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Brownsville, TX",BRO,KBRO
2910,2020-02-12,WQ826,"Midland, TX (MAF/KMAF)",16:25 CST,"Wendover, UT (KENV)",,B733 (N397SW),Landed 17:45 MST,02h16m,,SwiftAir/iAero,"Wendover, UT",KENV),,"Midland, TX",MAF,KMAF
2911,2020-02-12,WQ1994,Santo Domingo (SDQ/MDSD),18:00 AST,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 19:08 EST,01h57m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
2912,2020-02-12,WQ3516,La Mesa (SAP/MHLM),15:25 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 19:06 MST,04h14m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,La Mesa,SAP,MHLM
2913,2020-02-12,WQ6700,"Nashville, TN (BNA/KBNA)",15:15 CST,"Cincinnati, KY (CVG/KCVG)",,B734 (N420US),Landed,00h39m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Nashville, TN",BNA,KBNA
2914,2020-02-12,WQ7317,"Memphis, TN (MEM/KMEM)",15:00 CST,"Cincinnati, KY (CVG/KCVG)",,B734 (N802TJ),Landed,00h56m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Memphis, TN",MEM,KMEM
2915,2020-02-12,WQ9303,"Las Vegas, NV (LAS/KLAS)",13:00 PST,"White Plains, NY (HPN/KHPN)",,B734 (N807TJ),Landed 20:57 EST,04h29m,,SwiftAir/iAero,"White Plains, NY",HPN,KHPN,"Las Vegas, NV",LAS,KLAS
2916,2020-02-12,WQ9149,"Gulfport, MS (GPT/KGPT)",14:45 CST,"Atlantic City, NJ (ACY/KACY)",,B734 (N149XA),Landed,02h04m,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Gulfport, MS",GPT,KGPT
2917,2020-02-12,WQ914,"San Angelo, TX (SJT/KSJT)",14:30 CST,"Midland, TX (MAF/KMAF)",,B733 (N397SW),Landed,00h28m,,SwiftAir/iAero,"Midland, TX",MAF,KMAF,"San Angelo, TX",SJT,KSJT
2918,2020-02-12,WQ523,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N458UW),Landed 16:00 EST,00h52m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
2919,2020-02-12,WQ2453,"Columbus, OH (CMH/KCMH)",14:30 EST,"Buffalo, NY (BUF/KBUF)",,B734 (N806TJ),Landed 15:20 EST,00h44m,,SwiftAir/iAero,"Buffalo, NY",BUF,KBUF,"Columbus, OH",CMH,KCMH
2920,2020-02-12,WQ9389,"Raleigh/Durham, NC (RDU/KRDU)",14:30 EST,"Farmingdale, NY (KFRG)",,B733 (N629SW),Landed 15:15 EST,01h09m,,SwiftAir/iAero,"Farmingdale, NY",KFRG),,"Raleigh/Durham, NC",RDU,KRDU
2921,2020-02-12,WQ3553,"Kansas City, MO (MCI/KMCI)",13:25 CST,"Brownsville, TX (BRO/KBRO)",,B734 (N418US),Landed,03h05m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Kansas City, MO",MCI,KMCI
2922,2020-02-12,WQ2201,"Miami, FL (MIA/KMIA)",07:30 EST,Havana (HAV/MUHA),,B734 (N538CC),Landed,00h48m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2923,2020-02-12,WQ3550,"Alexandria, LA (AEX/KAEX)",06:00 CST,"Minneapolis, MN (MSP/KMSP)",,B734 (N418US),Landed 07:55 CST,01h56m,,SwiftAir/iAero,"Minneapolis, MN",MSP,KMSP,"Alexandria, LA",AEX,KAEX
2924,2020-02-12,WQ701,"Miami, FL (MIA/KMIA)",,Havana (HAV/MUHA),,B734 (N285XA),Landed,,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2925,2020-02-12,WQ400,"Miami, FL (MIA/KMIA)",04:00 EST,San Juan (SJU/TJSJ),,B733 (N811TJ),Landed,02h17m,,SwiftAir/iAero,San Juan,SJU,TJSJ,"Miami, FL",MIA,KMIA
2926,2020-02-12,WQ9388,"Raleigh/Durham, NC (RDU/KRDU)",01:00 EST,"Syracuse, NY (SYR/KSYR)",,B733 (N629SW),Landed,01h14m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Raleigh/Durham, NC",RDU,KRDU
2927,2020-02-12,WQ9623,"Knoxville, TN (TYS/KTYS)",01:35 EST,"Gulfport, MS (GPT/KGPT)",,B733,Landed,01h22m,,SwiftAir/iAero,"Gulfport, MS",GPT,KGPT,"Knoxville, TN",TYS,KTYS
2928,2020-02-12,WQ9353,"Columbia, MO (COU/KCOU)",02:15 CST,"Nashville, TN (BNA/KBNA)",,B733 (N625SW),Landed 02:50 CST,00h52m,,SwiftAir/iAero,"Nashville, TN",BNA,KBNA,"Columbia, MO",COU,KCOU
2929,2020-02-12,WQ6800,"Knoxville, TN (TYS/KTYS)",,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,"Knoxville, TN",TYS,KTYS
2930,2020-02-12,WQ9538,"Fort Myers, FL (RSW/KRSW)",05:00 EST,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 05:53 EST,00h24m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Fort Myers, FL",RSW,KRSW
2931,2020-02-12,WQ3139,"Miami, FL (MIA/KMIA)",06:00 EST,Havana (HAV/MUHA),,B734 (N430XA),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2932,2020-02-12,WQ3543,"Brownsville, TX (BRO/KBRO)",05:20 CST,La Mesa (SAP/MHLM),,B738,Landed,02h06m,,SwiftAir/iAero,La Mesa,SAP,MHLM,"Brownsville, TX",BRO,KBRO
2933,2020-02-12,WQ512,"Miami, FL (MIA/KMIA)",06:20 EST,Santa Clara (SNU/MUSC),,B734 (N438US),Landed,00h41m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
2934,2020-02-11,WQ823,"Wendover, UT (KENV)",11:00 MST,"Eugene, OR (EUG/KEUG)",,B733 (N397SW),Landed,01h25m,,SwiftAir/iAero,"Eugene, OR",EUG,KEUG,"Wendover, UT",KENV),
2935,2020-02-11,WQ2150,Havana (HAV/MUHA),11:10 CST,"Fort Myers, FL (RSW/KRSW)",,B734 (N538CC),Landed 11:59 EST,00h46m,,SwiftAir/iAero,"Fort Myers, FL",RSW,KRSW,Havana,HAV,MUHA
2936,2020-02-11,WQ3561,"Portsmouth, NH (PSM/KPSM)",11:20 EST,"Newark, NJ (EWR/KEWR)",,B738 (N276EA),Landed,01h10m,,SwiftAir/iAero,"Newark, NJ",EWR,KEWR,"Portsmouth, NH",PSM,KPSM
