,Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
0,2020-04-16, WQ3572,"Brownsville, TX(BRO/KBRO)",17:20 CDT,"Alexandria, LA(AEX/KAEX)",,B734 (N430XA),Landed,01h10m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Brownsville, TX",BRO,KBRO
1,2020-04-16, WQ3511,,,,,B734 (N441US),Status N/A,, ,SwiftAir/iAero,,,,,,
2,2020-04-16, WQ3510,"Miami, FL(MIA/KMIA)",,"Columbus, GA(CSG/KCSG)",,B734 (N441US),Status N/A,, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Miami, FL",MIA,KMIA
3,2020-04-16, WQ3569,"Alexandria, LA(AEX/KAEX)",06:30 CDT,"Minneapolis, MN(MSP/KMSP)",,B734 (N430XA),Landed 08:51 CDT,02h12m, ,SwiftAir/iAero,"Minneapolis, MN",MSP,KMSP,"Alexandria, LA",AEX,KAEX
4,2020-04-16, WQ3570,"Minneapolis, MN(MSP/KMSP)",,"Omaha, NE(OMA/KOMA)",,B734 (N430XA),Landed 10:38 CDT,00h50m, ,SwiftAir/iAero,"Omaha, NE",OMA,KOMA,"Minneapolis, MN",MSP,KMSP
5,2020-04-16, WQ3513,"Alexandria, LA(AEX/KAEX)",11:05 CDT,"Brownsville, TX(BRO/KBRO)",,B734 ,Landed,01h15m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
6,2020-04-16, WQ3511,"Columbus, GA(CSG/KCSG)",09:40 EDT,"Alexandria, LA(AEX/KAEX)",,B734 (N441US),Landed,01h19m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Columbus, GA",CSG,KCSG
7,2020-04-16, WQ3571,"Omaha, NE(OMA/KOMA)",12:10 CDT,"Kansas City, MO(MCI/KMCI)",,B734 (N430XA),Landed 12:06 CDT,00h29m, ,SwiftAir/iAero,"Kansas City, MO",MCI,KMCI,"Omaha, NE",OMA,KOMA
8,2020-04-16, WQ3514,"Brownsville, TX(BRO/KBRO)",13:40 CDT,"Miami, FL(MIA/KMIA)",,B734 (N441US),Landed 17:34 EDT,02h12m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Brownsville, TX",BRO,KBRO
9,2020-04-16, WQ3580,"Kansas City, MO(MCI/KMCI)",13:55 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N430XA),Landed,02h16m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Kansas City, MO",MCI,KMCI
10,2020-04-16, WQ3536,"Brownsville, TX(BRO/KBRO)",14:00 CDT,"El Paso, TX(ELP/KELP)",,B733 (N626SW),Landed 14:36 MDT,01h46m, ,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Brownsville, TX",BRO,KBRO
11,2020-04-15, WQ3600,"Brownsville, TX(BRO/KBRO)",11:20 CDT,Managua(MGA/MNMG),,B734 (N430XA),Landed,02h36m, ,SwiftAir/iAero,Managua,MGA,MNMG,"Brownsville, TX",BRO,KBRO
12,2020-04-15, WQ400,"Miami, FL(MIA/KMIA)",03:00 EDT,San Juan(SJU/TJSJ),,B733 (N811TJ),Landed 05:30 AST,02h06m, ,SwiftAir/iAero,San Juan,SJU,TJSJ,"Miami, FL",MIA,KMIA
13,2020-04-15, WQ401,San Juan(SJU/TJSJ),07:00 AST,"Miami, FL(MIA/KMIA)",,B733 (N811TJ),Landed 09:31 EDT,02h23m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
14,2020-04-15, WQ3523,"Brownsville, TX(BRO/KBRO)",06:00 CDT,"Toledo, OH(TOL/KTOL)",,B734 (N418US),Landed,02h32m, ,SwiftAir/iAero,"Toledo, OH",TOL,KTOL,"Brownsville, TX",BRO,KBRO
15,2020-04-15, WQ3558,"San Antonio, TX(SAT/KSAT)",06:20 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N803TJ),Landed,00h45m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"San Antonio, TX",SAT,KSAT
16,2020-04-15, WQ3507,"Alexandria, LA(AEX/KAEX)",08:45 CDT,"Brownsville, TX(BRO/KBRO)",,B734 ,Landed,01h18m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
17,2020-04-15, WQ3543,"El Paso, TX(ELP/KELP)",08:10 MDT,"Alexandria, LA(AEX/KAEX)",,B734 (N458UW),Landed,01h27m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"El Paso, TX",ELP,KELP
18,2020-04-15, WQ3524,"Toledo, OH(TOL/KTOL)",11:10 EDT,"Richmond, VA(RIC/KRIC)",,B734 (N418US),Landed 11:44 EDT,01h01m, ,SwiftAir/iAero,"Richmond, VA",RIC,KRIC,"Toledo, OH",TOL,KTOL
19,2020-04-15, WQ3559,"Brownsville, TX(BRO/KBRO)",08:30 CDT,La Mesa(SAP/MHLM),,B734 (N803TJ),Landed,02h04m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Brownsville, TX",BRO,KBRO
20,2020-04-15, WQ3504,,,,,B734 (N430XA),Landed,, ,SwiftAir/iAero,,,,,,
21,2020-04-15, WQ3560,La Mesa(SAP/MHLM),11:00 CST,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 14:27 CDT,02h42m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,La Mesa,SAP,MHLM
22,2020-04-15, WQ3544,"Alexandria, LA(AEX/KAEX)",12:10 CDT,La Mesa(SAP/MHLM),,B734 (N458UW),Landed,02h29m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Alexandria, LA",AEX,KAEX
23,2020-04-15, WQ3525,"Richmond, VA(RIC/KRIC)",13:30 EDT,"Alexandria, LA(AEX/KAEX)",,B734 (N418US),Landed,03h05m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Richmond, VA",RIC,KRIC
24,2020-04-15, WQ3526,"Alexandria, LA(AEX/KAEX)",15:55 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N418US),Landed,01h22m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
25,2020-04-15, WQ3545,La Mesa(SAP/MHLM),15:40 CST,"El Paso, TX(ELP/KELP)",,B734 (N458UW),Landed 19:58 MDT,03h46m, ,SwiftAir/iAero,"El Paso, TX",ELP,KELP,La Mesa,SAP,MHLM
26,2020-04-15, WQ3509,Guatemala City(GUA/MGGT),19:15 CST,"Alexandria, LA(AEX/KAEX)",,B734 (N430XA),Landed,02h40m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
27,2020-04-14, WQ700,"Miami, FL(MIA/KMIA)",07:00 EDT,Zandery(PBM/SMJP),,B733 (N811TJ),Landed 12:44 SRT,04h17m, ,SwiftAir/iAero,Zandery,PBM,SMJP,"Miami, FL",MIA,KMIA
28,2020-04-14, WQ3539,"San Antonio, TX(SAT/KSAT)",,"Denver, CO(DEN/KDEN)",,B734 (N458UW),Landed 07:07 MDT,02h02m, ,SwiftAir/iAero,"Denver, CO",DEN,KDEN,"San Antonio, TX",SAT,KSAT
29,2020-04-14, WQ3601,"Brownsville, TX(BRO/KBRO)",06:45 CDT,"Houston, TX(IAH/KIAH)",,B734 (N418US),Landed 07:55 CDT,00h46m, ,SwiftAir/iAero,"Houston, TX",IAH,KIAH,"Brownsville, TX",BRO,KBRO
30,2020-04-14, WQ3602,"Houston, TX(IAH/KIAH)",09:00 CDT,San Salvador(SAL/MSLP),,B734 (N418US),Landed,02h34m, ,SwiftAir/iAero,San Salvador,SAL,MSLP,"Houston, TX",IAH,KIAH
31,2020-04-14, WQ3540,"Denver, CO(DEN/KDEN)",08:10 MDT,"Yakima, WA(YKM/KYKM)",,B734 (N458UW),Landed,02h17m, ,SwiftAir/iAero,"Yakima, WA",YKM,KYKM,"Denver, CO",DEN,KDEN
32,2020-04-14, WQ701,Zandery(PBM/SMJP),,"Miami, FL(MIA/KMIA)",,B733 (N811TJ),Landed 18:29 EDT,04h59m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Zandery,PBM,SMJP
33,2020-04-14, WQ3541,"Yakima, WA(YKM/KYKM)",10:40 PDT,"Las Vegas, NV(LAS/KLAS)",,B734 (N458UW),Landed 12:58 PDT,01h46m, ,SwiftAir/iAero,"Las Vegas, NV",LAS,KLAS,"Yakima, WA",YKM,KYKM
34,2020-04-14, WQ3603,San Salvador(SAL/MSLP),12:00 CST,"Brownsville, TX(BRO/KBRO)",,B734 (N418US),Landed,02h17m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,San Salvador,SAL,MSLP
35,2020-04-14, WQ3534,"Brownsville, TX(BRO/KBRO)",15:05 CDT,Guatemala City(GUA/MGGT),,B733 (N626SW),Landed,02h09m, ,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
36,2020-04-14, WQ3542,"Las Vegas, NV(LAS/KLAS)",14:30 PDT,"El Paso, TX(ELP/KELP)",,B734 (N458UW),Landed 16:19 MDT,01h14m, ,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Las Vegas, NV",LAS,KLAS
37,2020-04-14, WQ3535,Guatemala City(GUA/MGGT),17:30 CST,"Brownsville, TX(BRO/KBRO)",,B733 (N626SW),Landed,02h13m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
38,2020-04-13, WQ3532,"Harrisburg, PA(MDT/KMDT)",13:35 EDT,"Alexandria, LA(AEX/KAEX)",,B733 (N626SW),Landed,02h55m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Harrisburg, PA",MDT,KMDT
39,2020-04-13, WQ3530,"Brownsville, TX(BRO/KBRO)",,"Portsmouth, NH(PSM/KPSM)",,B733 (N626SW),Landed 09:40 EDT,, ,SwiftAir/iAero,"Portsmouth, NH",PSM,KPSM,"Brownsville, TX",BRO,KBRO
40,2020-04-13, WQ3501,"Miami, FL(MIA/KMIA)",07:25 EDT,"Columbus, GA(CSG/KCSG)",,B734 (N441US),Landed,01h25m, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Miami, FL",MIA,KMIA
41,2020-04-13, WQ3502,"Columbus, GA(CSG/KCSG)",10:05 EDT,"Houston, TX(IAH/KIAH)",,B734 (N441US),Landed 10:46 CDT,01h39m, ,SwiftAir/iAero,"Houston, TX",IAH,KIAH,"Columbus, GA",CSG,KCSG
42,2020-04-13, WQ3518,"Brownsville, TX(BRO/KBRO)",10:50 CDT,"El Paso, TX(ELP/KELP)",,B734 (N418US),Landed 11:56 MDT,01h48m, ,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Brownsville, TX",BRO,KBRO
43,2020-04-13, WQ3552,"San Antonio, TX(SAT/KSAT)",11:20 CDT,"Alexandria, LA(AEX/KAEX)",,B734 (N803TJ),Landed,00h51m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"San Antonio, TX",SAT,KSAT
44,2020-04-13, WQ3531,"Manchester, NH(MHT/KMHT)",,"Harrisburg, PA(MDT/KMDT)",,B733 (N626SW),Landed,, ,SwiftAir/iAero,"Harrisburg, PA",MDT,KMDT,"Manchester, NH",MHT,KMHT
45,2020-04-13, WQ3503,"Houston, TX(IAH/KIAH)",12:10 CDT,La Mesa(SAP/MHLM),,B734 (N441US),Landed,02h25m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Houston, TX",IAH,KIAH
46,2020-04-13, WQ3553,"Alexandria, LA(AEX/KAEX)",13:35 CDT,Guatemala City(GUA/MGGT),,B734 (N803TJ),Landed,02h34m, ,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
47,2020-04-13, WQ3504,La Mesa(SAP/MHLM),15:00 CST,"Miami, FL(MIA/KMIA)",,B734 (N441US),Landed 19:13 EDT,02h06m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,La Mesa,SAP,MHLM
48,2020-04-13, WQ3533,"Alexandria, LA(AEX/KAEX)",17:30 CDT,"Brownsville, TX(BRO/KBRO)",,B733 (N626SW),Landed,01h23m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
49,2020-04-13, WQ3554,Guatemala City(GUA/MGGT),,"Brownsville, TX(BRO/KBRO)",,B734 (N803TJ),Landed,01h56m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
50,2020-04-13, WQ3520,Guatemala City(GUA/MGGT),,"Brownsville, TX(BRO/KBRO)",,B734 (N418US),Landed,01h55m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
51,2020-04-13, WQ3554,"Brownsville, TX(BRO/KBRO)",,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 22:27 CDT,00h37m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,"Brownsville, TX",BRO,KBRO
52,2020-04-13, WQ3519,"El Paso, TX(ELP/KELP)",12:45 MDT,Guatemala City(GUA/MGGT),,B734 (N418US),Landed,03h14m, ,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
53,2020-04-11, WQ3609,"San Antonio, TX(SAT/KSAT)",08:00 CDT,"Buffalo, NY(BUF/KBUF)",,B734 (N458UW),Landed 11:58 EDT,02h46m, ,SwiftAir/iAero,"Buffalo, NY",BUF,KBUF,"San Antonio, TX",SAT,KSAT
54,2020-04-11, WQ3611,"Harrisburg, PA(MDT/KMDT)",15:05 EDT,"Dallas, TX(DAL/KDAL)",,B734 (N458UW),Landed 17:30 CDT,03h16m, ,SwiftAir/iAero,"Dallas, TX",DAL,KDAL,"Harrisburg, PA",MDT,KMDT
55,2020-04-11, WQ3610,"Buffalo, NY(BUF/KBUF)",13:15 EDT,"Harrisburg, PA(MDT/KMDT)",,B734 (N458UW),Landed,00h38m, ,SwiftAir/iAero,"Harrisburg, PA",MDT,KMDT,"Buffalo, NY",BUF,KBUF
56,2020-04-11, WQ3612,"Dallas, TX(DAL/KDAL)",18:35 CDT,"San Antonio, TX(SAT/KSAT)",,B734 (N458UW),Landed 19:44 CDT,00h53m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,"Dallas, TX",DAL,KDAL
57,2020-04-10, WQ3538,"Alexandria, LA(AEX/KAEX)",15:20 CDT,"Brownsville, TX(BRO/KBRO)",,B733 (N626SW),Landed,01h17m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
58,2020-04-10, WQ3537,"Gary, IN(GYY/KGYY)",12:05 CDT,"Alexandria, LA(AEX/KAEX)",,B733 (N626SW),Landed,01h52m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Gary, IN",GYY,KGYY
59,2020-04-10, WQ3608,San Salvador(SAL/MSLP),11:00 CST,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 14:30 CDT,02h54m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,San Salvador,SAL,MSLP
60,2020-04-10, WQ3536,"Brownsville, TX(BRO/KBRO)",08:00 CDT,"Gary, IN(GYY/KGYY)",,B733 (N626SW),Landed,02h39m, ,SwiftAir/iAero,"Gary, IN",GYY,KGYY,"Brownsville, TX",BRO,KBRO
61,2020-04-10, WQ3607,"Alexandria, LA(AEX/KAEX)",07:55 CDT,San Salvador(SAL/MSLP),,B734 (N803TJ),Landed,02h45m, ,SwiftAir/iAero,San Salvador,SAL,MSLP,"Alexandria, LA",AEX,KAEX
62,2020-04-10, WQ3606,"San Antonio, TX(SAT/KSAT)",05:40 CDT,"Alexandria, LA(AEX/KAEX)",,B734 (N803TJ),Landed,00h57m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"San Antonio, TX",SAT,KSAT
63,2020-04-09, WQ3550,"Miami, FL(MIA/KMIA)",07:00 EDT,"Columbus, GA(CSG/KCSG)",,B734 (N441US),Landed,01h33m, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Miami, FL",MIA,KMIA
64,2020-04-09, WQ3603,"San Antonio, TX(SAT/KSAT)",08:00 CDT,"Columbus, GA(CSG/KCSG)",,B734 (N803TJ),Landed,01h43m, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"San Antonio, TX",SAT,KSAT
65,2020-04-09, WQ401,San Juan(SJU/TJSJ),10:00 AST,"Miami, FL(MIA/KMIA)",,B733 ,Landed,02h30m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
66,2020-04-09, WQ400,"Miami, FL(MIA/KMIA)",,San Juan(SJU/TJSJ),,B733 (N811TJ),Landed 08:33 AST,02h03m, ,SwiftAir/iAero,San Juan,SJU,TJSJ,"Miami, FL",MIA,KMIA
67,2020-04-09, WQ3551,"Columbus, GA(CSG/KCSG)",09:40 EDT,"Alexandria, LA(AEX/KAEX)",,B734 (N441US),Landed,01h19m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Columbus, GA",CSG,KCSG
68,2020-04-09, WQ3605,"Alexandria, LA(AEX/KAEX)",13:40 CDT,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 16:11 CDT,01h05m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,"Alexandria, LA",AEX,KAEX
69,2020-04-09, WQ400,San Juan(SJU/TJSJ),,"Miami, FL(MIA/KMIA)",,B733 (N811TJ),Landed 12:41 EDT,02h30m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
70,2020-04-09, WQ3552,"Alexandria, LA(AEX/KAEX)",11:05 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N441US),Landed,01h22m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
71,2020-04-09, WQ3604,"Columbus, GA(CSG/KCSG)",12:15 EDT,"Alexandria, LA(AEX/KAEX)",,B734 (N803TJ),Landed,01h16m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Columbus, GA",CSG,KCSG
72,2020-04-09, WQ3553,"Brownsville, TX(BRO/KBRO)",14:52 CDT,"Miami, FL(MIA/KMIA)",,B734 (N441US),Landed 17:57 EDT,02h06m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Brownsville, TX",BRO,KBRO
73,2020-04-08, WQ3538,,,,,B734 (N418US),Landed,, ,SwiftAir/iAero,,,,,,
74,2020-04-08, WQ3537,"Alexandria, LA(AEX/KAEX)",10:10 CDT,La Mesa(SAP/MHLM),,B734 (N418US),Landed,02h24m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Alexandria, LA",AEX,KAEX
75,2020-04-08, WQ3525,La Mesa(SAP/MHLM),09:00 CST,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 13:11 CDT,02h48m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,La Mesa,SAP,MHLM
76,2020-04-08, WQ3536,"Brownsville, TX(BRO/KBRO)",07:35 CDT,"Alexandria, LA(AEX/KAEX)",,B734 (N418US),Landed 08:36 CDT,01h02m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Brownsville, TX",BRO,KBRO
77,2020-04-08, WQ3524,"Brownsville, TX(BRO/KBRO)",06:20 CDT,La Mesa(SAP/MHLM),,B734 (N803TJ),Landed,02h06m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Brownsville, TX",BRO,KBRO
78,2020-04-08, WQ3523,"San Antonio, TX(SAT/KSAT)",04:10 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N803TJ),Landed,00h39m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"San Antonio, TX",SAT,KSAT
79,2020-04-07, WQ3549,Santo Domingo(SDQ/MDSD),12:00 AST,"Miami, FL(MIA/KMIA)",,B734 (N441US),Landed 17:12 EDT,02h05m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
80,2020-04-07, WQ3601,"Laredo, TX(LRD/KLRD)",09:10 CDT,San Salvador(SAL/MSLP),,B734 (N803TJ),Landed,02h45m, ,SwiftAir/iAero,San Salvador,SAL,MSLP,"Laredo, TX",LRD,KLRD
81,2020-04-07, WQ3528,"Brownsville, TX(BRO/KBRO)",09:35 CDT,Guatemala City(GUA/MGGT),,B734 (N458UW),Landed,02h10m, ,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
82,2020-04-07, WQ405,Santo Domingo(SDQ/MDSD),11:00 AST,"Miami, FL(MIA/KMIA)",,B733 (N811TJ),Landed 12:08 EDT,02h06m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
83,2020-04-07, WQ3533,"Toledo, OH(TOL/KTOL)",11:10 EDT,"Richmond, VA(RIC/KRIC)",,B734 (N418US),Landed 12:13 EDT,00h59m, ,SwiftAir/iAero,"Richmond, VA",RIC,KRIC,"Toledo, OH",TOL,KTOL
84,2020-04-07, WQ3542,"Alexandria, LA(AEX/KAEX)",07:05 CDT,Port-au-Prince(PAP/MTPP),,B733 (N626SW),Landed,03h06m, ,SwiftAir/iAero,Port-au-Prince,PAP,MTPP,"Alexandria, LA",AEX,KAEX
85,2020-04-07, WQ3534,"Richmond, VA(RIC/KRIC)",13:30 EDT,"Alexandria, LA(AEX/KAEX)",,B734 (N418US),Landed,02h35m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Richmond, VA",RIC,KRIC
86,2020-04-07, WQ3529,Guatemala City(GUA/MGGT),12:00 CST,"San Antonio, TX(SAT/KSAT)",,B734 (N458UW),Landed 16:05 CDT,02h38m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
87,2020-04-07, WQ3602,San Salvador(SAL/MSLP),12:00 CST,"San Antonio, TX(SAT/KSAT)",,B734 (N803TJ),Landed 17:12 CDT,02h50m, ,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,San Salvador,SAL,MSLP
88,2020-04-07, WQ3543,,,,,B733 (N626SW),Landed,, ,SwiftAir/iAero,,,,,,
89,2020-04-07, WQ3535,"Alexandria, LA(AEX/KAEX)",15:55 CDT,"Brownsville, TX(BRO/KBRO)",,B734 (N418US),Landed,01h12m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Alexandria, LA",AEX,KAEX
90,2020-04-07, WQ3600,"San Antonio, TX(SAT/KSAT)",07:15 CDT,"Laredo, TX(LRD/KLRD)",,B734 (N803TJ),Landed,00h30m, ,SwiftAir/iAero,"Laredo, TX",LRD,KLRD,"San Antonio, TX",SAT,KSAT
91,2020-04-07, WQ3527,"El Paso, TX(ELP/KELP)",05:45 MDT,"Brownsville, TX(BRO/KBRO)",,B734 (N458UW),Landed,01h33m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"El Paso, TX",ELP,KELP
92,2020-04-07, WQ3548,"Alexandria, LA(AEX/KAEX)",06:00 CDT,Santo Domingo(SDQ/MDSD),,B734 (N441US),Landed 12:27 AST,03h14m, ,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Alexandria, LA",AEX,KAEX
93,2020-04-07, WQ404,"Miami, FL(MIA/KMIA)",07:00 EDT,Santo Domingo(SDQ/MDSD),,B733 (N811TJ),Landed 09:02 AST,01h45m, ,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
94,2020-04-07, WQ3532,"Brownsville, TX(BRO/KBRO)",06:00 CDT,"Toledo, OH(TOL/KTOL)",,B734 (N418US),Landed,02h51m, ,SwiftAir/iAero,"Toledo, OH",TOL,KTOL,"Brownsville, TX",BRO,KBRO
95,2020-04-07, WQ3541,"Brownsville, TX(BRO/KBRO)",04:30 CDT,"Alexandria, LA(AEX/KAEX)",,B733 (N626SW),Landed 06:08 CDT,01h10m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Brownsville, TX",BRO,KBRO
96,2020-04-07, WQ3526,"San Antonio, TX(SAT/KSAT)",04:15 CDT,"El Paso, TX(ELP/KELP)",,B734 (N458UW),Landed 04:53 MDT,01h16m, ,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"San Antonio, TX",SAT,KSAT
97,2020-04-07, WQ401,San Juan(SJU/TJSJ),01:00 AST,"Miami, FL(MIA/KMIA)",,B733 (N811TJ),Landed 03:23 EDT,02h29m, ,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
98,2020-04-06, WQ3547,La Mesa(SAP/MHLM),13:00 CST,"Alexandria, LA(AEX/KAEX)",,B734 (N441US),Landed 17:46 CDT,03h46m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,La Mesa,SAP,MHLM
99,2020-04-06, WQ3544,"Miami, FL(MIA/KMIA)",05:25 EDT,"Columbus, GA(CSG/KCSG)",,B734 (N441US),Landed,01h28m, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Miami, FL",MIA,KMIA
100,2020-04-06, WQ3545,"Columbus, GA(CSG/KCSG)",08:05 EDT,"Houston, TX(IAH/KIAH)",,B734 (N441US),Landed 09:17 CDT,01h48m, ,SwiftAir/iAero,"Houston, TX",IAH,KIAH,"Columbus, GA",CSG,KCSG
101,2020-04-06, WQ3517,"San Antonio, TX(SAT/KSAT)",08:00 CDT,"Columbus, GA(CSG/KCSG)",,B734 (N458UW),Landed,01h41m, ,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"San Antonio, TX",SAT,KSAT
102,2020-04-06, WQ3610,"Brownsville, TX(BRO/KBRO)",08:00 CDT,"Harrisburg, PA(MDT/KMDT)",,B733 (N626SW),Landed 12:19 EDT,03h02m, ,SwiftAir/iAero,"Harrisburg, PA",MDT,KMDT,"Brownsville, TX",BRO,KBRO
103,2020-04-06, WQ9629,"Miami, FL(MIA/KMIA)",09:03 EDT,Lima(LIM/SPJC),,B733 (N629SW),Landed 14:26 PET,05h32m, ,SwiftAir/iAero,Lima,LIM,SPJC,"Miami, FL",MIA,KMIA
104,2020-04-06, WQ9625,"Miami, FL(MIA/KMIA)",,Lima(LIM/SPJC),,B733 (N625SW),Landed 14:31 PET,05h20m, ,SwiftAir/iAero,Lima,LIM,SPJC,"Miami, FL",MIA,KMIA
105,2020-04-06, WQ3518,"Columbus, GA(CSG/KCSG)",12:15 EDT,"Brownsville, TX(BRO/KBRO)",,B734 (N458UW),Landed,02h18m, ,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Columbus, GA",CSG,KCSG
106,2020-04-06, WQ3611,"Harrisburg, PA(MDT/KMDT)",13:40 EDT,"Alexandria, LA(AEX/KAEX)",,B733 (N626SW),Landed,02h43m, ,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Harrisburg, PA",MDT,KMDT
107,2020-04-06, WQ3546,"Houston, TX(IAH/KIAH)",10:10 CDT,La Mesa(SAP/MHLM),,B734 (N441US),Landed,02h24m, ,SwiftAir/iAero,La Mesa,SAP,MHLM,"Houston, TX",IAH,KIAH
108,2020-04-06, WQ501,"Newark, NJ(EWR/KEWR)",21:15 EDT,"Toronto, ON(YYZ/CYYZ)",,B734 (N440US),Landed 22:46 EDT,01h00m, ,SwiftAir/iAero,"Toronto, ON",YYZ,CYYZ,"Newark, NJ",EWR,KEWR
