,Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
1250,2020-03-08,WQ5213,"Los Angeles, CA (LAX/KLAX)",23:30 PDT,"Tampa, FL (TPA/KTPA)",,B738 (N820TJ),Landed 06:43 EDT,03h51m,,SwiftAir/iAero,"Tampa, FL",TPA,KTPA,"Los Angeles, CA",LAX,KLAX
1251,2020-03-08,WQ2203,"Miami, FL (MIA/KMIA)",17:00 EDT,Havana (HAV/MUHA),,B734 (N802TJ),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1252,2020-03-08,WQ816,"Oklahoma City, OK (OKC/KOKC)",16:20 CDT,"Wendover, UT (KENV)",,B734 (N313XA),Landed,02h13m,,SwiftAir/iAero,"Wendover, UT",KENV),,"Oklahoma City, OK",OKC,KOKC
1253,2020-03-08,WQ9941,"Memphis, TN (MEM/KMEM)",16:30 CDT,"Charleston, SC (CHS/KCHS)",,B734 (N149XA),Landed,01h14m,,SwiftAir/iAero,"Charleston, SC",CHS,KCHS,"Memphis, TN",MEM,KMEM
1254,2020-03-08,WQ771,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 11:04 EDT,00h57m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
1255,2020-03-08,WQ3584,"El Paso, TX (ELP/KELP)",10:15 MDT,"Alexandria, LA (AEX/KAEX)",,B733 (N626SW),Landed,01h43m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"El Paso, TX",ELP,KELP
1256,2020-03-08,WQ815,"Wendover, UT (KENV)",10:00 MDT,"Oklahoma City, OK (OKC/KOKC)",,B734 (N313XA),Landed 14:31 CDT,02h02m,,SwiftAir/iAero,"Oklahoma City, OK",OKC,KOKC,"Wendover, UT",KENV),
1257,2020-03-08,WQ6802,"Atlantic City, NJ (ACY/KACY)",12:00 EDT,"Greenville, NC (PGV/KPGV)",,B734 (N458UW),Landed,00h44m,,SwiftAir/iAero,"Greenville, NC",PGV,KPGV,"Atlantic City, NJ",ACY,KACY
1258,2020-03-08,WQ9149,"Syracuse, NY (SYR/KSYR)",12:00 EDT,"Hartford, CT (BDL/KBDL)",,B734 (N149XA),Landed,00h35m,,SwiftAir/iAero,"Hartford, CT",BDL,KBDL,"Syracuse, NY",SYR,KSYR
1259,2020-03-08,WQ2212,Santa Clara (SNU/MUSC),11:30 CDT,"Miami, FL (MIA/KMIA)",,B734 (N440US),Landed 12:45 EDT,00h48m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1260,2020-03-08,WQ502,"Miami, FL (MIA/KMIA)",11:00 EDT,Havana (HAV/MUHA),,B734 (N285XA),Landed,00h48m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1261,2020-03-08,WQ5216,"Miami, FL (MIA/KMIA)",11:00 EDT,"Traverse City, MI (TVC/KTVC)",,B734 (N430XA),Landed,02h57m,,SwiftAir/iAero,"Traverse City, MI",TVC,KTVC,"Miami, FL",MIA,KMIA
1262,2020-03-08,WQ750,"Miami, FL (MIA/KMIA)",10:45 EDT,Holguin (HOG/MUHG),,B734 (N438US),Landed,01h01m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
1263,2020-03-08,WQ3154,Santa Clara (SNU/MUSC),10:00 CDT,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed 11:13 EDT,00h50m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1264,2020-03-08,WQ1995,"Miami, FL (MIA/KMIA)",12:45 EDT,Santo Domingo (SDQ/MDSD),,B734 (N420US),Landed 15:12 AST,01h51m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
1265,2020-03-08,WQ2211,"Miami, FL (MIA/KMIA)",09:20 EDT,Santa Clara (SNU/MUSC),,B734 (N440US),Landed,00h43m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
1266,2020-03-08,WQ9620,"Grand Forks, ND (GFK/KGFK)",08:00 CDT,"Miami, FL (OPF/KOPF)",,B734 (N804TJ),Landed 13:17 EDT,03h48m,,SwiftAir/iAero,"Miami, FL",OPF,KOPF,"Grand Forks, ND",GFK,KGFK
1267,2020-03-08,WQ3583,"Alexandria, LA (AEX/KAEX)",08:00 CDT,"El Paso, TX (ELP/KELP)",,B733 (N626SW),Landed 08:59 MDT,01h57m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Alexandria, LA",AEX,KAEX
1268,2020-03-08,WQ3186,Santiago (SCU/MUCU),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 10:01 EDT,01h10m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santiago,SCU,MUCU
1269,2020-03-08,WQ1997,"Miami, FL (MIA/KMIA)",08:15 EDT,Santo Domingo (SDQ/MDSD),,B734 (N802TJ),Landed 11:12 AST,01h51m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
1270,2020-03-08,WQ3151,"Miami, FL (MIA/KMIA)",07:50 EDT,Santa Clara (SNU/MUSC),,B734 (N420US),Landed,00h39m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
1271,2020-03-08,WQ770,"Miami, FL (MIA/KMIA)",07:20 EDT,Camaguey (CMW/MUCM),,B734 (N285XA),Landed,00h50m,,SwiftAir/iAero,Camaguey,CMW,MUCM,"Miami, FL",MIA,KMIA
1272,2020-03-08,WQ512,"Miami, FL (MIA/KMIA)",06:30 EDT,Santa Clara (SNU/MUSC),,B734 (N538CC),Landed,00h37m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
1273,2020-03-08,WQ6850,"Bullhead City, AZ (IFP/KIFP)",09:30 MST,"San Antonio, TX (SAT/KSAT)",,B733,Landed,02h12m,,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,"Bullhead City, AZ",IFP,KIFP
1274,2020-03-08,WQ6853,,,"San Antonio, TX (SAT/KSAT)",,B733 (N623SW),Landed 13:48 CDT,,,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,,,
1275,2020-03-08,WQ1994,Santo Domingo (SDQ/MDSD),17:30 AST,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed 20:09 EDT,01h57m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
1276,2020-03-08,WQ7740,"Houston, TX (HOU/KHOU)",14:30 CDT,"Memphis, TN (MEM/KMEM)",,B733 (N627SW),Landed,01h12m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Houston, TX",HOU,KHOU
1277,2020-03-08,WQ703,"Miami, FL (MIA/KMIA)",16:40 EDT,Havana (HAV/MUHA),,B734 (N438US),Landed,00h49m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1278,2020-03-08,WQ503,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 17:31 EDT,00h51m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1279,2020-03-08,WQ9216,"Traverse City, MI (TVC/KTVC)",16:25 EDT,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 20:02 EDT,02h51m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Traverse City, MI",TVC,KTVC
1280,2020-03-08,WQ9716,"Greensboro, NC (GSO/KGSO)",16:00 EDT,"Syracuse, NY (SYR/KSYR)",,B733 (N397SW),Landed,01h21m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Greensboro, NC",GSO,KGSO
1281,2020-03-08,WQ6701,"San Antonio, TX (SAT/KSAT)",14:55 CDT,"Bullhead City, AZ (IFP/KIFP)",,B733,Landed,02h46m,,SwiftAir/iAero,"Bullhead City, AZ",IFP,KIFP,"San Antonio, TX",SAT,KSAT
1282,2020-03-08,WQ6853,"San Antonio, TX (SAT/KSAT)",,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,"San Antonio, TX",SAT,KSAT
1283,2020-03-08,WQ6703,"Jacksonville, NC (OAJ/KOAJ)",15:35 EDT,"Atlantic City, NJ (ACY/KACY)",,B734 (N458UW),Landed,00h56m,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Jacksonville, NC",OAJ,KOAJ
1284,2020-03-08,WQ504,"Miami, FL (MIA/KMIA)",15:30 EDT,Havana (HAV/MUHA),,B734 (N440US),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1285,2020-03-08,WQ9513,Santa Clara (SNU/MUSC),15:00 CDT,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 16:41 EDT,00h53m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1286,2020-03-08,WQ1996,Santo Domingo (SDQ/MDSD),13:00 AST,"Miami, FL (MIA/KMIA)",,B734 (N802TJ),Landed 17:18 EDT,01h56m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
1287,2020-03-08,WQ9468,"Louisville, KY (SDF/KSDF)",15:00 EDT,"South Bend, IN (SBN/KSBN)",,B734 (N418US),Landed 15:34 EDT,00h39m,,SwiftAir/iAero,"South Bend, IN",SBN,KSBN,"Louisville, KY",SDF,KSDF
1288,2020-03-08,WQ751,Holguin (HOG/MUHG),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 15:59 EDT,01h03m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Holguin,HOG,MUHG
1289,2020-03-08,WQ5603,"Miami, FL (OPF/KOPF)",14:50 EDT,"Greensboro, NC (GSO/KGSO)",,B734 (N804TJ),Landed,01h50m,,SwiftAir/iAero,"Greensboro, NC",GSO,KGSO,"Miami, FL",OPF,KOPF
1290,2020-03-08,WQ6802,"Greenville, NC (PGV/KPGV)",14:10 EDT,"Jacksonville, NC (OAJ/KOAJ)",,B734 (N458UW),Landed,,,SwiftAir/iAero,"Jacksonville, NC",OAJ,KOAJ,"Greenville, NC",PGV,KPGV
1291,2020-03-08,WQ2650,"Farmingdale, NY (KFRG)",14:00 EDT,"Minneapolis, MN (MSP/KMSP)",,B734 (N807TJ),Landed 15:54 CDT,02h40m,,SwiftAir/iAero,"Minneapolis, MN",MSP,KMSP,"Farmingdale, NY",KFRG),
1292,2020-03-08,WQ2951,"Fort Lauderdale, FL (FLL/KFLL)",14:00 EDT,"St Louis, MO (STL/KSTL)",,B734 (N808TJ),Landed 15:26 CDT,02h34m,,SwiftAir/iAero,"St Louis, MO",STL,KSTL,"Fort Lauderdale, FL",FLL,KFLL
1293,2020-03-08,WQ7767,"Hartford, CT (BDL/KBDL)",14:00 EDT,"Memphis, TN (MEM/KMEM)",,B734 (N149XA),Landed 15:16 CDT,02h29m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Hartford, CT",BDL,KBDL
1294,2020-03-08,WQ7742,"Pittsburgh, PA (PIT/KPIT)",14:00 EDT,"Greensboro, NC (GSO/KGSO)",,B733 (N397SW),Landed,00h48m,,SwiftAir/iAero,"Greensboro, NC",GSO,KGSO,"Pittsburgh, PA",PIT,KPIT
1295,2020-03-08,WQ3185,"Miami, FL (MIA/KMIA)",,Santiago (SCU/MUCU),,B734 (N438US),Landed,,,SwiftAir/iAero,Santiago,SCU,MUCU,"Miami, FL",MIA,KMIA
1296,2020-03-08,WQ2650,"Minneapolis, MN (MSP/KMSP)",16:45 CDT,"Vancouver, BC (YVR/CYVR)",,B734 (N807TJ),Landed 18:36 PDT,03h32m,,SwiftAir/iAero,"Vancouver, BC",YVR,CYVR,"Minneapolis, MN",MSP,KMSP
1297,2020-03-07,WQ6700,"Atlantic City, NJ (ACY/KACY)",06:05 EST,"Louisville, KY (SDF/KSDF)",,B734 (N458UW),Landed 07:53 EST,01h28m,,SwiftAir/iAero,"Louisville, KY",SDF,KSDF,"Atlantic City, NJ",ACY,KACY
1298,2020-03-07,WQ1995,"Miami, FL (MIA/KMIA)",12:45 EST,Santo Domingo (SDQ/MDSD),,B734 (N420US),Landed 16:14 AST,01h43m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
1299,2020-03-07,WQ1667,"Indianapolis, IN (IND/KIND)",11:00 EST,"Newark, NJ (EWR/KEWR)",,B734 (N418US),Landed 12:31 EST,01h36m,,SwiftAir/iAero,"Newark, NJ",EWR,KEWR,"Indianapolis, IN",IND,KIND
1300,2020-03-07,WQ813,"Wendover, UT (KENV)",10:00 MST,"Cheyenne, WY (CYS/KCYS)",,B734 (N313XA),Landed,01h09m,,SwiftAir/iAero,"Cheyenne, WY",CYS,KCYS,"Wendover, UT",KENV),
1301,2020-03-07,WQ2202,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 12:46 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1302,2020-03-07,WQ6802,"Atlantic City, NJ (ACY/KACY)",12:25 EST,"Detroit, MI (DTW/KDTW)",,B734 (N458UW),Landed 13:51 EST,01h23m,,SwiftAir/iAero,"Detroit, MI",DTW,KDTW,"Atlantic City, NJ",ACY,KACY
1303,2020-03-07,WQ3582,"Albuquerque, NM (ABQ/KABQ)",10:25 MST,"Alexandria, LA (AEX/KAEX)",,B733 (N626SW),Landed,01h47m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Albuquerque, NM",ABQ,KABQ
1304,2020-03-07,WQ6750,"Bullhead City, AZ (IFP/KIFP)",10:30 MST,"Phoenix, AZ (AZA/KIWA)",,B733 (N623SW),Landed 11:18 MST,00h51m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,"Bullhead City, AZ",IFP,KIFP
1305,2020-03-07,WQ514,"Miami, FL (MIA/KMIA)",12:30 EST,Santa Clara (SNU/MUSC),,B734 (N285XA),Landed,00h40m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
1306,2020-03-07,WQ1996,Santo Domingo (SDQ/MDSD),13:45 AST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 16:18 EST,02h03m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
1307,2020-03-07,WQ3972,Holguin (HOG/MUHG),,"Tampa, FL (TPA/KTPA)",,B734 (N802TJ),Landed 11:33 EST,01h28m,,SwiftAir/iAero,"Tampa, FL",TPA,KTPA,Holguin,HOG,MUHG
1308,2020-03-07,WQ3973,"Tampa, FL (TPA/KTPA)",12:55 EST,Holguin (HOG/MUHG),,B734 (N802TJ),Landed,01h25m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Tampa, FL",TPA,KTPA
1309,2020-03-07,WQ3534,Guayaquil (GYE/SEGU),,"Phoenix, AZ (AZA/KIWA)",,B738,Landed,07h45m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guayaquil,GYE,SEGU
1310,2020-03-07,WQ3533,Guayaquil (GYE/SEGU),,"Phoenix, AZ (AZA/KIWA)",,B738 (N624XA),Landed 19:10 MST,07h38m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guayaquil,GYE,SEGU
1311,2020-03-07,WQ9121,"Newark, NJ (EWR/KEWR)",14:00 EST,"Charlottesville, VA (CHO/KCHO)",,B734 (N418US),Landed,00h43m,,SwiftAir/iAero,"Charlottesville, VA",CHO,KCHO,"Newark, NJ",EWR,KEWR
1312,2020-03-07,WQ6750,"Phoenix, AZ (AZA/KIWA)",,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,"Phoenix, AZ",AZA,KIWA
1313,2020-03-07,WQ6752,"Phoenix, AZ (AZA/KIWA)",12:15 MST,"Albuquerque, NM (ABQ/KABQ)",,B733,Landed,00h44m,,SwiftAir/iAero,"Albuquerque, NM",ABQ,KABQ,"Phoenix, AZ",AZA,KIWA
1314,2020-03-07,WQ907,"Cheyenne, WY (CYS/KCYS)",12:25 MST,"Casper, WY (CPR/KCPR)",,B734 (N313XA),Landed,00h35m,,SwiftAir/iAero,"Casper, WY",CPR,KCPR,"Cheyenne, WY",CYS,KCYS
1315,2020-03-07,WQ703,"Miami, FL (MIA/KMIA)",10:45 EST,Havana (HAV/MUHA),,B734 (N538CC),Landed,00h54m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1316,2020-03-07,WQ199,,,,,,Landed,,,SwiftAir/iAero,,,,,,
1317,2020-03-07,WQ515,Santa Clara (SNU/MUSC),14:30 CST,"Miami, FL (MIA/KMIA)",,B734,Landed,00h50m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1318,2020-03-07,WQ502,"Miami, FL (MIA/KMIA)",06:45 EST,Havana (HAV/MUHA),,B734 (N285XA),Landed,00h52m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1319,2020-03-07,WQ706,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 00:53 EST,00h39m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1320,2020-03-07,WQ1664,"Greensboro, NC (GSO/KGSO)",00:15 EST,"Syracuse, NY (SYR/KSYR)",,B733 (N397SW),Landed,01h21m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Greensboro, NC",GSO,KGSO
1321,2020-03-07,WQ505,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N440US),Landed 00:55 EST,00h37m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1322,2020-03-07,WQ9803,"Chicago, IL (ORD/KORD)",00:06 CST,"Farmingdale, NY (KFRG)",,B734 (N807TJ),Landed 03:08 EST,01h41m,,SwiftAir/iAero,"Farmingdale, NY",KFRG),,"Chicago, IL",ORD,KORD
1323,2020-03-07,WQ9260,"Chicago, IL (MDW/KMDW)",01:46 CST,"Dallas, TX (DAL/KDAL)",,B734 (N803TJ),Landed 03:52 CST,01h49m,,SwiftAir/iAero,"Dallas, TX",DAL,KDAL,"Chicago, IL",MDW,KMDW
1324,2020-03-07,WQ701,"Miami, FL (MIA/KMIA)",06:00 EST,Havana (HAV/MUHA),,B734 (N440US),Landed,00h48m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1325,2020-03-07,WQ3533,"Belo Horizonte, MG (CNF/SBCF)",,Guayaquil (GYE/SEGU),,B738 (N624XA),Landed 12:08 ECT,06h04m,,SwiftAir/iAero,Guayaquil,GYE,SEGU,"Belo Horizonte, MG",CNF,SBCF
1326,2020-03-07,WQ3171,"Miami, FL (MIA/KMIA)",07:00 EST,Holguin (HOG/MUHG),,B734 (N802TJ),Landed,01h00m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
1327,2020-03-07,WQ731,Santa Clara (SNU/MUSC),09:40 CST,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed 10:33 EST,00h53m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1328,2020-03-07,WQ730,"Miami, FL (MIA/KMIA)",07:30 EST,Santa Clara (SNU/MUSC),,B734 (N420US),Landed,00h43m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
1329,2020-03-07,WQ702,Havana (HAV/MUHA),08:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N440US),Landed 09:07 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1330,2020-03-07,WQ1997,"Miami, FL (MIA/KMIA)",08:15 EST,Santo Domingo (SDQ/MDSD),,B734 (N438US),Landed 10:59 AST,01h43m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
1331,2020-03-07,WQ3581,"Alexandria, LA (AEX/KAEX)",08:00 CST,"Albuquerque, NM (ABQ/KABQ)",,B733 (N626SW),Landed,02h09m,,SwiftAir/iAero,"Albuquerque, NM",ABQ,KABQ,"Alexandria, LA",AEX,KAEX
1332,2020-03-07,WQ2201,"Miami, FL (MIA/KMIA)",09:00 EST,Havana (HAV/MUHA),,B734 (N430XA),Landed,00h49m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
1333,2020-03-07,WQ6801,"Louisville, KY (SDF/KSDF)",09:10 EST,"Atlantic City, NJ (ACY/KACY)",,B734 (N458UW),Landed,01h30m,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Louisville, KY",SDF,KSDF
1334,2020-03-07,WQ503,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 10:22 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1335,2020-03-07,WQ9397,"Syracuse, NY (SYR/KSYR)",14:30 EST,"Hartford, CT (BDL/KBDL)",,B733 (N397SW),Landed,00h38m,,SwiftAir/iAero,"Hartford, CT",BDL,KBDL,"Syracuse, NY",SYR,KSYR
1336,2020-03-07,WQ2231,"Miami, FL (MIA/KMIA)",13:45 EST,Holguin (HOG/MUHG),,B734 (N430XA),Landed,01h00m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
1337,2020-03-07,WQ704,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 15:33 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
1338,2020-03-07,WQ7738,"College Station, TX (CLL/KCLL)",19:35 CST,"Fayetteville/Springdale/, AR (XNA/KXNA)",,B733 (N627SW),Landed 20:02 CST,01h01m,,SwiftAir/iAero,"Fayetteville/Springdale/, AR",XNA,KXNA,"College Station, TX",CLL,KCLL
1339,2020-03-07,WQ552,"Miami, FL (MIA/KMIA)",,Varadero (VRA/MUVR),,B734 (N285XA),Landed,,,SwiftAir/iAero,Varadero,VRA,MUVR,"Miami, FL",MIA,KMIA
1340,2020-03-07,WQ9951,"Pittsburgh, PA (PIT/KPIT)",19:18 EST,"Farmingdale, NY (KFRG)",,B734 (N807TJ),Landed,01h03m,,SwiftAir/iAero,"Farmingdale, NY",KFRG),,"Pittsburgh, PA",PIT,KPIT
1341,2020-03-07,WQ4123,"Charlottesville, VA (CHO/KCHO)",19:30 EST,"Louisville, KY (SDF/KSDF)",,B734 (N418US),Landed 20:51 EST,01h08m,,SwiftAir/iAero,"Louisville, KY",SDF,KSDF,"Charlottesville, VA",CHO,KCHO
1342,2020-03-07,WQ514,,,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 15:25 EST,,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,,,
1343,2020-03-07,WQ9448,"Tampa, FL (TPA/KTPA)",20:15 EST,"Fort Lauderdale, FL (FLL/KFLL)",,B734 (N808TJ),Landed 21:44 EST,00h38m,,SwiftAir/iAero,"Fort Lauderdale, FL",FLL,KFLL,"Tampa, FL",TPA,KTPA
1344,2020-03-07,WQ7713,"Miami, FL (MIA/KMIA)",,"Syracuse, NY (SYR/KSYR)",,B734 (N149XA),Landed,02h59m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Miami, FL",MIA,KMIA
1345,2020-03-07,WQ4307,"Tuscaloosa, AL (TCL/KTCL)",19:25 CST,"Greensboro, NC (GSO/KGSO)",,B733,Landed,01h12m,,SwiftAir/iAero,"Greensboro, NC",GSO,KGSO,"Tuscaloosa, AL",TCL,KTCL
1346,2020-03-07,WQ9397,"Dallas, TX (DAL/KDAL)",19:48 CST,"Pittsburgh, PA (PIT/KPIT)",,B733 (N397SW),Landed 00:15 EST,02h14m,,SwiftAir/iAero,"Pittsburgh, PA",PIT,KPIT,"Dallas, TX",DAL,KDAL
1347,2020-03-07,WQ4100,,,"Greensboro, NC (GSO/KGSO)",,B733 (N625SW),Landed 21:36 EST,,,SwiftAir/iAero,"Greensboro, NC",GSO,KGSO,,,
1348,2020-03-07,WQ9988,"Nashville, TN (BNA/KBNA)",,"Greensboro, NC (GSO/KGSO)",,B734 (N803TJ),Landed 21:42 EST,00h49m,,SwiftAir/iAero,"Greensboro, NC",GSO,KGSO,"Nashville, TN",BNA,KBNA
1349,2020-03-07,WQ2241,"Miami, FL (MIA/KMIA)",,Camaguey (CMW/MUCM),,B734 (N802TJ),Landed,,,SwiftAir/iAero,Camaguey,CMW,MUCM,"Miami, FL",MIA,KMIA
1350,2020-03-07,WQ9738,"Fayetteville/Springdale/, AR (XNA/KXNA)",20:30 CST,"Houston, TX (HOU/KHOU)",,B733,Landed,01h22m,,SwiftAir/iAero,"Houston, TX",HOU,KHOU,"Fayetteville/Springdale/, AR",XNA,KXNA
1351,2020-03-07,WQ7738,"Fayetteville/Springdale/, AR (XNA/KXNA)",,"Houston, TX (HOU/KHOU)",,B733 (N627SW),Landed 22:05 CST,01h19m,,SwiftAir/iAero,"Houston, TX",HOU,KHOU,"Fayetteville/Springdale/, AR",XNA,KXNA
1352,2020-03-07,WQ553,Varadero (VRA/MUVR),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 22:31 EST,00h36m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Varadero,VRA,MUVR
1353,2020-03-07,WQ2242,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N802TJ),Landed 23:31 EST,00h56m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
1354,2020-03-07,WQ7714,"Omaha, NE (OMA/KOMA)",22:30 CST,"Grand Forks, ND (GFK/KGFK)",,B734 (N804TJ),Landed,01h05m,,SwiftAir/iAero,"Grand Forks, ND",GFK,KGFK,"Omaha, NE",OMA,KOMA
1355,2020-03-07,WQ9713,"Topeka, KS (FOE/KFOE)",18:15 CST,"Omaha, NE (OMA/KOMA)",,B734 (N804TJ),Landed 19:26 CST,00h31m,,SwiftAir/iAero,"Omaha, NE",OMA,KOMA,"Topeka, KS",FOE,KFOE
1356,2020-03-07,WQ773,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 20:42 EST,00h56m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
1357,2020-03-07,WQ513,Santa Clara (SNU/MUSC),18:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N440US),Landed 19:21 EST,00h52m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
1358,2020-03-07,WQ7716,"Hartford, CT (BDL/KBDL)",16:30 EST,"Dallas, TX (DAL/KDAL)",,B733 (N397SW),Landed,03h21m,,SwiftAir/iAero,"Dallas, TX",DAL,KDAL,"Hartford, CT",BDL,KBDL
1359,2020-03-07,WQ7737,"Memphis, TN (MEM/KMEM)",14:00 CST,"Houston, TX (HOU/KHOU)",,B733 (N627SW),Landed 15:41 CST,01h21m,,SwiftAir/iAero,"Houston, TX",HOU,KHOU,"Memphis, TN",MEM,KMEM
1360,2020-03-07,WQ6750,"Detroit, MI (DTW/KDTW)",15:30 EST,"Cleveland, OH (CLE/KCLE)",,B734 (N458UW),Landed,00h31m,,SwiftAir/iAero,"Cleveland, OH",CLE,KCLE,"Detroit, MI",DTW,KDTW
