,Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
2948,2020-02-13,WQ701,"Miami, FL (MIA/KMIA)",06:00 EST,Havana (HAV/MUHA),,B734 (N420US),Landed,00h44m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2949,2020-02-13,WQ552,"Miami, FL (MIA/KMIA)",06:00 EST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 07:19 EST,00h25m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Miami, FL",MIA,KMIA
2950,2020-02-13,WQ552,"Miami, FL (MIA/KMIA)",06:00 EST,Varadero (VRA/MUVR),,B734 (N438US),Landed,,,SwiftAir/iAero,Varadero,VRA,MUVR,"Miami, FL",MIA,KMIA
2951,2020-02-13,WQ3139,"Miami, FL (MIA/KMIA)",,Havana (HAV/MUHA),,B734 (N538CC),Landed,,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2952,2020-02-13,WQ731,Santa Clara (SNU/MUSC),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 10:03 EST,00h46m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2953,2020-02-13,WQ3580,"Alexandria, LA (AEX/KAEX)",06:00 CST,San Salvador (SAL/MSLP),,B738 (N276EA),Landed,02h44m,,SwiftAir/iAero,San Salvador,SAL,MSLP,"Alexandria, LA",AEX,KAEX
2954,2020-02-13,WQ6700,"Atlantic City, NJ (ACY/KACY)",07:00 EST,"Chattanooga, TN (CHA/KCHA)",,B734 (N149XA),Landed,02h05m,,SwiftAir/iAero,"Chattanooga, TN",CHA,KCHA,"Atlantic City, NJ",ACY,KACY
2955,2020-02-13,WQ3517,"Phoenix, AZ (AZA/KIWA)",,"El Paso, TX (ELP/KELP)",,B733 (N529AU),Landed 06:03 MST,00h47m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Phoenix, AZ",AZA,KIWA
2956,2020-02-13,WQ1997,"Miami, FL (MIA/KMIA)",08:15 EST,Santo Domingo (SDQ/MDSD),,B734 (N285XA),Landed 11:20 AST,01h57m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
2957,2020-02-13,WQ3575,"Brownsville, TX (BRO/KBRO)",08:00 CST,"Columbus, GA (CSG/KCSG)",,B733 (N531AU),Landed,01h44m,,SwiftAir/iAero,"Columbus, GA",CSG,KCSG,"Brownsville, TX",BRO,KBRO
2958,2020-02-13,WQ702,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed,00h44m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2959,2020-02-13,WQ3144,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 09:54 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2960,2020-02-13,WQ3577,"Buffalo, NY (BUF/KBUF)",,"Brownsville, TX (BRO/KBRO)",,B733 (N531AU),Landed,,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Buffalo, NY",BUF,KBUF
2961,2020-02-13,WQ9805,"Raleigh/Durham, NC (RDU/KRDU)",,"Pittsburgh, PA (PIT/KPIT)",,B734 (N804TJ),Landed 00:10 EST,01h05m,,SwiftAir/iAero,"Pittsburgh, PA",PIT,KPIT,"Raleigh/Durham, NC",RDU,KRDU
2962,2020-02-13,WQ7357,"Austin, TX (AUS/KAUS)",14:00 CST,"Greenville, SC (GSP/KGSP)",,B734 (N803TJ),Landed 16:54 EST,01h48m,,SwiftAir/iAero,"Greenville, SC",GSP,KGSP,"Austin, TX",AUS,KAUS
2963,2020-02-13,WQ7319,"Cincinnati, KY (CVG/KCVG)",22:30 EST,"Memphis, TN (MEM/KMEM)",,B734 (N802TJ),Landed,01h24m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Cincinnati, KY",CVG,KCVG
2964,2020-02-13,WQ9319,"Memphis, TN (MEM/KMEM)",,"Cincinnati, KY (CVG/KCVG)",,B734 (N802TJ),Landed 19:53 EST,00h52m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Memphis, TN",MEM,KMEM
2965,2020-02-13,WQ6853,"Wichita, KS (ICT/KICT)",18:16 CST,"Bullhead City, AZ (IFP/KIFP)",,B733 (N623SW),Landed,02h17m,,SwiftAir/iAero,"Bullhead City, AZ",IFP,KIFP,"Wichita, KS",ICT,KICT
2966,2020-02-13,WQ513,Santa Clara (SNU/MUSC),,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 20:36 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2967,2020-02-13,WQ753,Holguin (HOG/MUHG),,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed 21:37 EST,01h03m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Holguin,HOG,MUHG
2968,2020-02-13,WQ2201,"Miami, FL (MIA/KMIA)",,Havana (HAV/MUHA),,B734 (N438US),Landed,,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2969,2020-02-13,WQ504,"Miami, FL (MIA/KMIA)",22:10 EST,Havana (HAV/MUHA),,B734 (N430XA),Landed,00h43m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
2970,2020-02-13,WQ9304,"Bozeman, MT (BZN/KBZN)",,"Lubbock, TX (LBB/KLBB)",,B734 (N807TJ),Landed 23:40 CST,02h01m,,SwiftAir/iAero,"Lubbock, TX",LBB,KLBB,"Bozeman, MT",BZN,KBZN
2971,2020-02-13,WQ2212,Santa Clara (SNU/MUSC),18:55 CST,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 19:41 EST,00h45m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2972,2020-02-13,WQ2232,Holguin (HOG/MUHG),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 23:50 EST,00h59m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Holguin,HOG,MUHG
2973,2020-02-13,WQ2454,"Buffalo, NY (BUF/KBUF)",23:00 EST,"Columbus, OH (CMH/KCMH)",,B734 (N806TJ),Landed 01:13 EST,01h00m,,SwiftAir/iAero,"Columbus, OH",CMH,KCMH,"Buffalo, NY",BUF,KBUF
2974,2020-02-13,WQ5667,"Raleigh/Durham, NC (RDU/KRDU)",23:30 EST,"Syracuse, NY (SYR/KSYR)",,B734 (N803TJ),Landed,01h09m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Raleigh/Durham, NC",RDU,KRDU
2975,2020-02-13,WQ2642,"Nashville, TN (BNA/KBNA)",23:00 CST,"Las Vegas, NV (LAS/KLAS)",,B734,Landed,03h38m,,SwiftAir/iAero,"Las Vegas, NV",LAS,KLAS,"Nashville, TN",BNA,KBNA
2976,2020-02-13,WQ7354,"College Station, TX (CLL/KCLL)",23:30 CST,"Nashville, TN (BNA/KBNA)",,B733 (N625SW),Landed 00:51 CST,01h18m,,SwiftAir/iAero,"Nashville, TN",BNA,KBNA,"College Station, TX",CLL,KCLL
2977,2020-02-13,WQ9320,"Memphis, TN (MEM/KMEM)",23:45 CST,"Champaign/Urbana, IL (CMI/KCMI)",,B734 (N802TJ),Landed 01:41 CST,00h47m,,SwiftAir/iAero,"Champaign/Urbana, IL",CMI,KCMI,"Memphis, TN",MEM,KMEM
2978,2020-02-13,WQ9804,"Clarksburg, WV (CKB/KCKB)",19:01 EST,"Pittsburgh, PA (PIT/KPIT)",,B734 (N804TJ),Landed 19:03 EST,00h24m,,SwiftAir/iAero,"Pittsburgh, PA",PIT,KPIT,"Clarksburg, WV",CKB,KCKB
2979,2020-02-13,WQ7390,"Pittsburgh, PA (PIT/KPIT)",21:30 EST,"Raleigh/Durham, NC (RDU/KRDU)",,B734 (N804TJ),Landed 22:26 EST,01h06m,,SwiftAir/iAero,"Raleigh/Durham, NC",RDU,KRDU,"Pittsburgh, PA",PIT,KPIT
2980,2020-02-13,WQ9358,"Greenville, SC (GSP/KGSP)",18:30 EST,"Raleigh/Durham, NC (RDU/KRDU)",,B734 (N803TJ),Landed 18:19 EST,00h38m,,SwiftAir/iAero,"Raleigh/Durham, NC",RDU,KRDU,"Greenville, SC",GSP,KGSP
2981,2020-02-13,WQ2202,Havana (HAV/MUHA),16:40 CST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 17:50 EST,00h47m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
2982,2020-02-13,WQ3182,Santiago (SCU/MUCU),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 16:29 EST,01h09m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santiago,SCU,MUCU
2983,2020-02-13,WQ512,"Miami, FL (MIA/KMIA)",,Santa Clara (SNU/MUSC),,B734 (N285XA),Landed,,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
2984,2020-02-13,WQ3556,Guatemala City (GUA/MGGT),14:55 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,02h20m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2985,2020-02-13,WQ6751,"Dallas-Fort Worth, TX (DFW/KDFW)",14:58 CST,"Oklahoma City, OK (OKC/KOKC)",,B733 (N623SW),Landed 15:26 CST,00h31m,,SwiftAir/iAero,"Oklahoma City, OK",OKC,KOKC,"Dallas-Fort Worth, TX",DFW,KDFW
2986,2020-02-13,WQ915,"Mosinee, WI (CWA/KCWA)",15:00 CST,"Green Bay, WI (GRB/KGRB)",,B733 (N397SW),Landed 15:00 CST,00h21m,,SwiftAir/iAero,"Green Bay, WI",GRB,KGRB,"Mosinee, WI",CWA,KCWA
2987,2020-02-13,WQ7303,"Bedford, MA (BED/KBED)",16:00 EST,"Bozeman, MT (BZN/KBZN)",,B734,Landed,05h00m,,SwiftAir/iAero,"Bozeman, MT",BZN,KBZN,"Bedford, MA",BED,KBED
2988,2020-02-13,WQ7302,"Bedford, MA (BED/KBED)",,"Bozeman, MT (BZN/KBZN)",,B734 (N807TJ),Landed 19:28 MST,05h00m,,SwiftAir/iAero,"Bozeman, MT",BZN,KBZN,"Bedford, MA",BED,KBED
2989,2020-02-13,WQ6701,"Orlando, FL (SFB/KSFB)",,,,B734 (N149XA),Landed,,,SwiftAir/iAero,,,,"Orlando, FL",SFB,KSFB
2990,2020-02-13,WQ2211,"Miami, FL (MIA/KMIA)",16:45 EST,Santa Clara (SNU/MUSC),,B734 (N430XA),Landed,00h43m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
2991,2020-02-13,WQ6803,"Jacksonville, FL (JAX/KJAX)",17:01 EST,"Atlantic City, NJ (ACY/KACY)",,B734,Landed,01h40m,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Jacksonville, FL",JAX,KJAX
2992,2020-02-13,WQ6701,,,,,B734 (N149XA),Landed,,,SwiftAir/iAero,,,,,,
2993,2020-02-13,WQ6853,"Oklahoma City, OK (OKC/KOKC)",16:41 CST,"Wichita, KS (ICT/KICT)",,B733 (N623SW),Landed 17:14 CST,00h31m,,SwiftAir/iAero,"Wichita, KS",ICT,KICT,"Oklahoma City, OK",OKC,KOKC
2994,2020-02-13,WQ828,"Green Bay, WI (GRB/KGRB)",16:45 CST,"Wendover, UT (KENV)",,B733 (N397SW),Landed,02h52m,,SwiftAir/iAero,"Wendover, UT",KENV),,"Green Bay, WI",GRB,KGRB
2995,2020-02-13,WQ752,"Miami, FL (MIA/KMIA)",16:57 EST,Holguin (HOG/MUHG),,B734 (N420US),Landed,01h01m,,SwiftAir/iAero,Holguin,HOG,MUHG,"Miami, FL",MIA,KMIA
2996,2020-02-12,WQ3544,La Mesa (SAP/MHLM),09:00 CST,"Brownsville, TX (BRO/KBRO)",,B738 (N917XA),Landed,02h19m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,La Mesa,SAP,MHLM
2997,2020-02-12,WQ513,Santa Clara (SNU/MUSC),08:30 CST,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed 09:38 EST,00h46m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santa Clara,SNU,MUSC
2998,2020-02-12,WQ9453,"Fort Lauderdale, FL (FLL/KFLL)",09:00 EST,"Columbus, OH (CMH/KCMH)",,B734 (N806TJ),Landed 10:33 EST,02h10m,,SwiftAir/iAero,"Columbus, OH",CMH,KCMH,"Fort Lauderdale, FL",FLL,KFLL
2999,2020-02-12,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,04h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
3000,2020-02-12,WQ3140,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 09:51 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
3001,2020-02-12,WQ503,Havana (HAV/MUHA),09:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N458UW),Landed 10:20 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
3002,2020-02-12,WQ3530,"Brownsville, TX (BRO/KBRO)",08:25 CST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,02h12m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
3003,2020-02-12,WQ9023,"Gulfport, MS (GPT/KGPT)",08:36 CST,"Jackson, MS (JAN/KJAN)",,B733 (N623SW),Landed,00h37m,,SwiftAir/iAero,"Jackson, MS",JAN,KJAN,"Gulfport, MS",GPT,KGPT
3004,2020-02-12,WQ2202,Havana (HAV/MUHA),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 11:47 EST,00h42m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
3005,2020-02-12,WQ3551,"Minneapolis, MN (MSP/KMSP)",09:35 CST,"Omaha, NE (OMA/KOMA)",,B734 (N418US),Landed 10:28 CST,01h01m,,SwiftAir/iAero,"Omaha, NE",OMA,KOMA,"Minneapolis, MN",MSP,KMSP
3006,2020-02-12,WQ3161,"Miami, FL (MIA/KMIA)",10:45 EST,Camaguey (CMW/MUCM),,B734,Landed,00h50m,,SwiftAir/iAero,Camaguey,CMW,MUCM,"Miami, FL",MIA,KMIA
3007,2020-02-12,WQ6801,"Detroit, MI (DTW/KDTW)",11:30 EST,"Memphis, TN (MEM/KMEM)",,B734 (N420US),Landed,01h51m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Detroit, MI",DTW,KDTW
3008,2020-02-12,WQ3587,"Dallas, TX (DAL/KDAL)",10:40 CST,La Mesa (SAP/MHLM),,B733 (N529AU),Landed,02h59m,,SwiftAir/iAero,La Mesa,SAP,MHLM,"Dallas, TX",DAL,KDAL
3009,2020-02-12,WQ7388,"Syracuse, NY (SYR/KSYR)",12:00 EST,"Raleigh/Durham, NC (RDU/KRDU)",,B733 (N629SW),Landed,01h28m,,SwiftAir/iAero,"Raleigh/Durham, NC",RDU,KRDU,"Syracuse, NY",SYR,KSYR
3010,2020-02-12,WQ3162,Camaguey (CMW/MUCM),,"Miami, FL (MIA/KMIA)",,B734 (N438US),Landed,,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Camaguey,CMW,MUCM
3011,2020-02-12,WQ702,Havana (HAV/MUHA),08:10 CST,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 09:11 EST,00h43m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Havana,HAV,MUHA
3012,2020-02-12,WQ3515,"Phoenix, AZ (AZA/KIWA)",06:25 MST,"Dallas, TX (DAL/KDAL)",,B733 (N529AU),Landed 10:00 CST,01h59m,,SwiftAir/iAero,"Dallas, TX",DAL,KDAL,"Phoenix, AZ",AZA,KIWA
3013,2020-02-12,WQ1997,"Miami, FL (MIA/KMIA)",10:30 EST,Santo Domingo (SDQ/MDSD),,B734 (N285XA),Landed 14:22 AST,01h55m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
3014,2020-02-12,WQ3564,"Alexandria, LA (AEX/KAEX)",07:05 CST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,02h33m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
3015,2020-02-12,WQ9538,"Fort Myers, FL (RSW/KRSW)",05:00 EST,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 05:53 EST,00h24m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Fort Myers, FL",RSW,KRSW
3016,2020-02-12,WQ1995,"Miami, FL (MIA/KMIA)",12:45 EST,Santo Domingo (SDQ/MDSD),,B734 (N430XA),Landed 15:43 AST,01h51m,,SwiftAir/iAero,Santo Domingo,SDQ,MDSD,"Miami, FL",MIA,KMIA
3017,2020-02-12,WQ9388,"Raleigh/Durham, NC (RDU/KRDU)",01:00 EST,"Syracuse, NY (SYR/KSYR)",,B733 (N629SW),Landed,01h14m,,SwiftAir/iAero,"Syracuse, NY",SYR,KSYR,"Raleigh/Durham, NC",RDU,KRDU
3018,2020-02-12,WQ9623,"Knoxville, TN (TYS/KTYS)",01:35 EST,"Gulfport, MS (GPT/KGPT)",,B733,Landed,01h22m,,SwiftAir/iAero,"Gulfport, MS",GPT,KGPT,"Knoxville, TN",TYS,KTYS
3019,2020-02-12,WQ6800,"Knoxville, TN (TYS/KTYS)",,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,"Knoxville, TN",TYS,KTYS
3020,2020-02-12,WQ9353,"Columbia, MO (COU/KCOU)",02:15 CST,"Nashville, TN (BNA/KBNA)",,B733 (N625SW),Landed 02:50 CST,00h52m,,SwiftAir/iAero,"Nashville, TN",BNA,KBNA,"Columbia, MO",COU,KCOU
3021,2020-02-12,WQ400,"Miami, FL (MIA/KMIA)",04:00 EST,San Juan (SJU/TJSJ),,B733 (N811TJ),Landed,02h17m,,SwiftAir/iAero,San Juan,SJU,TJSJ,"Miami, FL",MIA,KMIA
3022,2020-02-12,WQ3139,"Miami, FL (MIA/KMIA)",06:00 EST,Havana (HAV/MUHA),,B734 (N430XA),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
3023,2020-02-12,WQ401,San Juan (SJU/TJSJ),09:00 AST,"Miami, FL (MIA/KMIA)",,B733 (N811TJ),Landed 11:21 EST,02h23m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,San Juan,SJU,TJSJ
3024,2020-02-12,WQ3543,"Brownsville, TX (BRO/KBRO)",05:20 CST,La Mesa (SAP/MHLM),,B738,Landed,02h06m,,SwiftAir/iAero,La Mesa,SAP,MHLM,"Brownsville, TX",BRO,KBRO
3025,2020-02-12,WQ512,"Miami, FL (MIA/KMIA)",06:20 EST,Santa Clara (SNU/MUSC),,B734 (N438US),Landed,00h41m,,SwiftAir/iAero,Santa Clara,SNU,MUSC,"Miami, FL",MIA,KMIA
3026,2020-02-12,WQ701,"Miami, FL (MIA/KMIA)",,Havana (HAV/MUHA),,B734 (N285XA),Landed,,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
3027,2020-02-12,WQ3550,"Alexandria, LA (AEX/KAEX)",06:00 CST,"Minneapolis, MN (MSP/KMSP)",,B734 (N418US),Landed 07:55 CST,01h56m,,SwiftAir/iAero,"Minneapolis, MN",MSP,KMSP,"Alexandria, LA",AEX,KAEX
3028,2020-02-12,WQ502,"Miami, FL (MIA/KMIA)",07:00 EST,Havana (HAV/MUHA),,B734 (N458UW),Landed,00h47m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
3029,2020-02-12,WQ2201,"Miami, FL (MIA/KMIA)",07:30 EST,Havana (HAV/MUHA),,B734 (N538CC),Landed,00h48m,,SwiftAir/iAero,Havana,HAV,MUHA,"Miami, FL",MIA,KMIA
3030,2020-02-12,WQ3552,"Omaha, NE (OMA/KOMA)",11:40 CST,"Kansas City, MO (MCI/KMCI)",,B734 (N418US),Landed 11:48 CST,00h37m,,SwiftAir/iAero,"Kansas City, MO",MCI,KMCI,"Omaha, NE",OMA,KOMA
3031,2020-02-12,WQ7307,"Dallas, TX (DAL/KDAL)",21:30 CST,"Hartford, CT (BDL/KBDL)",,B734 (N441US),Landed,02h35m,,SwiftAir/iAero,"Hartford, CT",BDL,KBDL,"Dallas, TX",DAL,KDAL
3032,2020-02-12,WQ9317,"Fayetteville, AR (FYV/KFYV)",12:00 CST,"Memphis, TN (MEM/KMEM)",,B734 (N802TJ),Landed,00h44m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Fayetteville, AR",FYV,KFYV
3033,2020-02-12,WQ3516,La Mesa (SAP/MHLM),15:25 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 19:06 MST,04h14m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,La Mesa,SAP,MHLM
3034,2020-02-12,WQ3531,Guatemala City (GUA/MGGT),12:00 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N531AU),Landed,02h04m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
3035,2020-02-12,WQ7333,"Atlanta, GA (ATL/KATL)",23:30 EST,"Louisville, KY (SDF/KSDF)",,B734 (N804TJ),Landed 00:54 EST,00h53m,,SwiftAir/iAero,"Louisville, KY",SDF,KSDF,"Atlanta, GA",ATL,KATL
3036,2020-02-12,WQ7318,"Wichita, KS (ICT/KICT)",22:00 CST,"Memphis, TN (MEM/KMEM)",,B734 (N802TJ),Landed,01h11m,,SwiftAir/iAero,"Memphis, TN",MEM,KMEM,"Wichita, KS",ICT,KICT
3037,2020-02-12,WQ7356,"Clarksburg, WV (CKB/KCKB)",22:30 EST,"Topeka, KS (FOE/KFOE)",,B734,Landed,02h38m,,SwiftAir/iAero,"Topeka, KS",FOE,KFOE,"Clarksburg, WV",CKB,KCKB
3038,2020-02-12,WQ9420,"Atlantic City, NJ (ACY/KACY)",22:20 EST,"Miami, FL (MIA/KMIA)",,B734 (N420US),Landed,02h25m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,"Atlantic City, NJ",ACY,KACY
3039,2020-02-12,WQ563,Santiago (SCU/MUCU),,"Miami, FL (MIA/KMIA)",,B734 (N538CC),Landed 23:23 EST,01h13m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santiago,SCU,MUCU
3040,2020-02-12,WQ6803,"Dayton, OH (DAY/KDAY)",,"Atlantic City, NJ (ACY/KACY)",,B734 (N420US),Landed,,,SwiftAir/iAero,"Atlantic City, NJ",ACY,KACY,"Dayton, OH",DAY,KDAY
3041,2020-02-12,WQ562,"Miami, FL (MIA/KMIA)",,Santiago (SCU/MUCU),,B734 (N538CC),Landed,,,SwiftAir/iAero,Santiago,SCU,MUCU,"Miami, FL",MIA,KMIA
3042,2020-02-12,WQ9023,,,,,B733 (N623SW),Landed,,,SwiftAir/iAero,,,,,,
3043,2020-02-12,WQ7353,"Nashville, TN (BNA/KBNA)",17:00 CST,"College Station, TX (CLL/KCLL)",,B733 (N625SW),Landed,02h07m,,SwiftAir/iAero,"College Station, TX",CLL,KCLL,"Nashville, TN",BNA,KBNA
3044,2020-02-12,WQ6803,"Cincinnati, KY (CVG/KCVG)",17:50 EST,"Dayton, OH (DAY/KDAY)",,B734 (N420US),Landed 19:20 EST,00h16m,,SwiftAir/iAero,"Dayton, OH",DAY,KDAY,"Cincinnati, KY",CVG,KCVG
3045,2020-02-12,WQ3554,"Brownsville, TX (BRO/KBRO)",16:50 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,01h00m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,"Brownsville, TX",BRO,KBRO
3046,2020-02-12,WQ826,"Midland, TX (MAF/KMAF)",16:25 CST,"Wendover, UT (KENV)",,B733 (N397SW),Landed 17:45 MST,02h16m,,SwiftAir/iAero,"Wendover, UT",KENV),,"Midland, TX",MAF,KMAF
3047,2020-02-12,WQ1994,Santo Domingo (SDQ/MDSD),18:00 AST,"Miami, FL (MIA/KMIA)",,B734 (N430XA),Landed 19:08 EST,01h57m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
3048,2020-02-12,WQ9318,"Cincinnati, KY (CVG/KCVG)",18:15 EST,"Wichita, KS (ICT/KICT)",,B734 (N802TJ),Landed 20:07 CST,02h12m,,SwiftAir/iAero,"Wichita, KS",ICT,KICT,"Cincinnati, KY",CVG,KCVG
3049,2020-02-12,WQ6700,"Nashville, TN (BNA/KBNA)",15:15 CST,"Cincinnati, KY (CVG/KCVG)",,B734 (N420US),Landed,00h39m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Nashville, TN",BNA,KBNA
3050,2020-02-12,WQ3553,"Kansas City, MO (MCI/KMCI)",13:25 CST,"Brownsville, TX (BRO/KBRO)",,B734 (N418US),Landed,03h05m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,"Kansas City, MO",MCI,KMCI
3051,2020-02-12,WQ6851,"El Paso, TX (ELP/KELP)",11:00 MST,"Bullhead City, AZ (IFP/KIFP)",,B733,Landed,01h20m,,SwiftAir/iAero,"Bullhead City, AZ",IFP,KIFP,"El Paso, TX",ELP,KELP
3052,2020-02-12,WQ7317,"Memphis, TN (MEM/KMEM)",15:00 CST,"Cincinnati, KY (CVG/KCVG)",,B734 (N802TJ),Landed,00h56m,,SwiftAir/iAero,"Cincinnati, KY",CVG,KCVG,"Memphis, TN",MEM,KMEM
3053,2020-02-12,WQ2355,"Long Beach, CA (LGB/KLGB)",11:00 PST,"Las Vegas, NV (LAS/KLAS)",,B734 (N807TJ),Landed 12:08 PST,00h41m,,SwiftAir/iAero,"Las Vegas, NV",LAS,KLAS,"Long Beach, CA",LGB,KLGB
3054,2020-02-12,WQ1996,Santo Domingo (SDQ/MDSD),15:00 AST,"Miami, FL (MIA/KMIA)",,B734 (N285XA),Landed 17:30 EST,02h01m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Santo Domingo,SDQ,MDSD
3055,2020-02-12,WQ6800,"Memphis, TN (MEM/KMEM)",13:05 CST,"Nashville, TN (BNA/KBNA)",,B734 (N420US),Landed 15:11 CST,00h37m,,SwiftAir/iAero,"Nashville, TN",BNA,KBNA,"Memphis, TN",MEM,KMEM
3056,2020-02-12,WQ3505,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed,04h19m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
3057,2020-02-12,WQ9023,"Jackson, MS (JAN/KJAN)",13:00 CST,"El Paso, TX (ELP/KELP)",,B733 (N623SW),Landed,02h30m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,"Jackson, MS",JAN,KJAN
3058,2020-02-12,WQ9389,"Raleigh/Durham, NC (RDU/KRDU)",14:30 EST,"Farmingdale, NY (KFRG)",,B733 (N629SW),Landed 15:15 EST,01h09m,,SwiftAir/iAero,"Farmingdale, NY",KFRG),,"Raleigh/Durham, NC",RDU,KRDU
